Date,Year,Company,Ticker,industryKey,sectorKey,Close,Volume,Close_lag1,Volume_lag1
2010-12-31,2010,A. O. Smith,AOS,specialty-industrial-machinery,industrials,7.530933380126953,844800.0,5.630588054656982,400200.0
2011-12-31,2011,A. O. Smith,AOS,specialty-industrial-machinery,industrials,8.050546646118164,880800.0,7.530933380126953,844800.0
2012-12-31,2012,A. O. Smith,AOS,specialty-industrial-machinery,industrials,12.841681480407715,1605600.0,8.050546646118164,880800.0
2013-12-31,2013,A. O. Smith,AOS,specialty-industrial-machinery,industrials,22.216846466064453,841400.0,12.841681480407715,1605600.0
2014-12-31,2014,A. O. Smith,AOS,specialty-industrial-machinery,industrials,23.5242862701416,671200.0,22.216846466064453,841400.0
2015-12-31,2015,A. O. Smith,AOS,specialty-industrial-machinery,industrials,32.3106575012207,889200.0,23.5242862701416,671200.0
2016-12-31,2016,A. O. Smith,AOS,specialty-industrial-machinery,industrials,40.41191864013672,864100.0,32.3106575012207,889200.0
2017-12-31,2017,A. O. Smith,AOS,specialty-industrial-machinery,industrials,52.85114669799805,614500.0,40.41191864013672,864100.0
2018-12-31,2018,A. O. Smith,AOS,specialty-industrial-machinery,industrials,37.34001541137695,2769500.0,52.85114669799805,614500.0
2019-12-31,2019,A. O. Smith,AOS,specialty-industrial-machinery,industrials,42.43651580810547,564700.0,37.34001541137695,2769500.0
2020-12-31,2020,A. O. Smith,AOS,specialty-industrial-machinery,industrials,49.846656799316406,728900.0,42.43651580810547,564700.0
2021-12-31,2021,A. O. Smith,AOS,specialty-industrial-machinery,industrials,79.39491271972656,966600.0,49.846656799316406,728900.0
2022-12-31,2022,A. O. Smith,AOS,specialty-industrial-machinery,industrials,53.9295654296875,592100.0,79.39491271972656,966600.0
2023-12-31,2023,A. O. Smith,AOS,specialty-industrial-machinery,industrials,79.10245513916016,610900.0,53.9295654296875,592100.0
2024-12-31,2024,A. O. Smith,AOS,specialty-industrial-machinery,industrials,66.50553894042969,792000.0,79.10245513916016,610900.0
2025-12-31,2025,A. O. Smith,AOS,specialty-industrial-machinery,industrials,67.4067153930664,695200.0,66.50553894042969,792000.0
2005-12-31,2005,Abbott Laboratories,ABT,medical-devices,healthcare,11.893637657165527,7251772.0,,
2006-12-31,2006,Abbott Laboratories,ABT,medical-devices,healthcare,15.08873462677002,8392247.0,11.893637657165527,7251772.0
2007-12-31,2007,Abbott Laboratories,ABT,medical-devices,healthcare,17.811229705810547,10434973.0,15.08873462677002,8392247.0
2008-12-31,2008,Abbott Laboratories,ABT,medical-devices,healthcare,17.368532180786133,11788454.0,17.811229705810547,10434973.0
2009-12-31,2009,Abbott Laboratories,ABT,medical-devices,healthcare,18.163856506347656,6238850.0,17.368532180786133,11788454.0
2010-12-31,2010,Abbott Laboratories,ABT,medical-devices,healthcare,16.661911010742188,11564402.0,18.163856506347656,6238850.0
2011-12-31,2011,Abbott Laboratories,ABT,medical-devices,healthcare,20.290239334106445,8582326.0,16.661911010742188,11564402.0
2012-12-31,2012,Abbott Laboratories,ABT,medical-devices,healthcare,24.40816879272461,19018133.0,20.290239334106445,8582326.0
2013-12-31,2013,Abbott Laboratories,ABT,medical-devices,healthcare,30.25554656982422,4594200.0,24.40816879272461,19018133.0
2014-12-31,2014,Abbott Laboratories,ABT,medical-devices,healthcare,36.331966400146484,3418600.0,30.25554656982422,4594200.0
2015-12-31,2015,Abbott Laboratories,ABT,medical-devices,healthcare,37.012020111083984,4192400.0,36.331966400146484,3418600.0
2016-12-31,2016,Abbott Laboratories,ABT,medical-devices,healthcare,32.45188903808594,10445600.0,37.012020111083984,4192400.0
2017-12-31,2017,Abbott Laboratories,ABT,medical-devices,healthcare,49.33603286743164,3995200.0,32.45188903808594,10445600.0
2018-12-31,2018,Abbott Laboratories,ABT,medical-devices,healthcare,63.67396926879883,6094300.0,49.33603286743164,3995200.0
2019-12-31,2019,Abbott Laboratories,ABT,medical-devices,healthcare,77.73334503173828,3261100.0,63.67396926879883,6094300.0
2020-12-31,2020,Abbott Laboratories,ABT,medical-devices,healthcare,99.53031158447266,2982200.0,77.73334503173828,3261100.0
2021-12-31,2021,Abbott Laboratories,ABT,medical-devices,healthcare,129.91525268554688,3271800.0,99.53031158447266,2982200.0
2022-12-31,2022,Abbott Laboratories,ABT,medical-devices,healthcare,103.04632568359375,3471000.0,129.91525268554688,3271800.0
2023-12-31,2023,Abbott Laboratories,ABT,medical-devices,healthcare,105.37580871582031,3550200.0,103.04632568359375,3471000.0
2024-12-31,2024,Abbott Laboratories,ABT,medical-devices,healthcare,110.44713592529297,3519900.0,105.37580871582031,3550200.0
2025-12-31,2025,Abbott Laboratories,ABT,medical-devices,healthcare,125.14607238769531,5271100.0,110.44713592529297,3519900.0
2013-12-31,2013,AbbVie,ABBV,drug-manufacturers-general,healthcare,32.41937255859375,3019700.0,,
2014-12-31,2014,AbbVie,ABBV,drug-manufacturers-general,healthcare,41.47030258178711,3917300.0,32.41937255859375,3019700.0
2015-12-31,2015,AbbVie,ABBV,drug-manufacturers-general,healthcare,38.7744255065918,6104800.0,41.47030258178711,3917300.0
2016-12-31,2016,AbbVie,ABBV,drug-manufacturers-general,healthcare,42.57120895385742,5999200.0,38.7744255065918,6104800.0
2017-12-31,2017,AbbVie,ABBV,drug-manufacturers-general,healthcare,68.14582061767578,3214400.0,42.57120895385742,5999200.0
2018-12-31,2018,AbbVie,ABBV,drug-manufacturers-general,healthcare,67.49401092529297,5722100.0,68.14582061767578,3214400.0
2019-12-31,2019,AbbVie,ABBV,drug-manufacturers-general,healthcare,68.48492431640625,4702100.0,67.49401092529297,5722100.0
2020-12-31,2020,AbbVie,ABBV,drug-manufacturers-general,healthcare,87.4677734375,6148100.0,68.48492431640625,4702100.0
2021-12-31,2021,AbbVie,ABBV,drug-manufacturers-general,healthcare,115.83009338378906,3963400.0,87.4677734375,6148100.0
2022-12-31,2022,AbbVie,ABBV,drug-manufacturers-general,healthcare,143.63824462890625,3680400.0,115.83009338378906,3963400.0
2023-12-31,2023,AbbVie,ABBV,drug-manufacturers-general,healthcare,143.3009490966797,3712000.0,143.63824462890625,3680400.0
2024-12-31,2024,AbbVie,ABBV,drug-manufacturers-general,healthcare,170.3260955810547,3326400.0,143.3009490966797,3712000.0
2025-12-31,2025,AbbVie,ABBV,drug-manufacturers-general,healthcare,227.9063262939453,2348000.0,170.3260955810547,3326400.0
2005-12-31,2005,Accenture,ACN,information-technology-services,technology,20.42355728149414,1434400.0,,
2006-12-31,2006,Accenture,ACN,information-technology-services,technology,26.415456771850586,2087400.0,20.42355728149414,1434400.0
2007-12-31,2007,Accenture,ACN,information-technology-services,technology,26.04326057434082,2664900.0,26.415456771850586,2087400.0
2008-12-31,2008,Accenture,ACN,information-technology-services,technology,24.078481674194336,3026300.0,26.04326057434082,2664900.0
2009-12-31,2009,Accenture,ACN,information-technology-services,technology,31.065486907958984,2001000.0,24.078481674194336,3026300.0
2010-12-31,2010,Accenture,ACN,information-technology-services,technology,36.980464935302734,1868500.0,31.065486907958984,2001000.0
2011-12-31,2011,Accenture,ACN,information-technology-services,technology,41.41546630859375,2332800.0,36.980464935302734,1868500.0
2012-12-31,2012,Accenture,ACN,information-technology-services,technology,52.90790557861328,4083200.0,41.41546630859375,2332800.0
2013-12-31,2013,Accenture,ACN,information-technology-services,technology,66.9939956665039,2113800.0,52.90790557861328,4083200.0
2014-12-31,2014,Accenture,ACN,information-technology-services,technology,74.64543151855469,1754500.0,66.9939956665039,2113800.0
2015-12-31,2015,Accenture,ACN,information-technology-services,technology,89.22386932373047,1987700.0,74.64543151855469,1754500.0
2016-12-31,2016,Accenture,ACN,information-technology-services,technology,102.02902221679688,1739500.0,89.22386932373047,1987700.0
2017-12-31,2017,Accenture,ACN,information-technology-services,technology,136.04132080078125,1452100.0,102.02902221679688,1739500.0
2018-12-31,2018,Accenture,ACN,information-technology-services,technology,127.5677490234375,1826400.0,136.04132080078125,1452100.0
2019-12-31,2019,Accenture,ACN,information-technology-services,technology,192.8997802734375,1371000.0,127.5677490234375,1826400.0
2020-12-31,2020,Accenture,ACN,information-technology-services,technology,243.13160705566406,1325300.0,192.8997802734375,1371000.0
2021-12-31,2021,Accenture,ACN,information-technology-services,technology,390.62835693359375,1163200.0,243.13160705566406,1325300.0
2022-12-31,2022,Accenture,ACN,information-technology-services,technology,254.87228393554688,1339500.0,390.62835693359375,1163200.0
2023-12-31,2023,Accenture,ACN,information-technology-services,technology,340.49688720703125,1233500.0,254.87228393554688,1339500.0
2024-12-31,2024,Accenture,ACN,information-technology-services,technology,346.8381652832031,1748600.0,340.49688720703125,1233500.0
2025-12-31,2025,Accenture,ACN,information-technology-services,technology,270.0,1784800.0,346.8381652832031,1748600.0
2005-12-31,2005,Adobe Inc.,ADBE,software-application,technology,36.959999084472656,3348200.0,,
2006-12-31,2006,Adobe Inc.,ADBE,software-application,technology,41.119998931884766,2687200.0,36.959999084472656,3348200.0
2007-12-31,2007,Adobe Inc.,ADBE,software-application,technology,42.72999954223633,3416700.0,41.119998931884766,2687200.0
2008-12-31,2008,Adobe Inc.,ADBE,software-application,technology,21.290000915527344,4067000.0,42.72999954223633,3416700.0
2009-12-31,2009,Adobe Inc.,ADBE,software-application,technology,36.779998779296875,2900400.0,21.290000915527344,4067000.0
2010-12-31,2010,Adobe Inc.,ADBE,software-application,technology,30.780000686645508,2841300.0,36.779998779296875,2900400.0
2011-12-31,2011,Adobe Inc.,ADBE,software-application,technology,28.270000457763672,3471900.0,30.780000686645508,2841300.0
2012-12-31,2012,Adobe Inc.,ADBE,software-application,technology,37.68000030517578,4634600.0,28.270000457763672,3471900.0
2013-12-31,2013,Adobe Inc.,ADBE,software-application,technology,59.880001068115234,1391300.0,37.68000030517578,4634600.0
2014-12-31,2014,Adobe Inc.,ADBE,software-application,technology,72.69999694824219,1359300.0,59.880001068115234,1391300.0
2015-12-31,2015,Adobe Inc.,ADBE,software-application,technology,93.94000244140625,1454000.0,72.69999694824219,1359300.0
2016-12-31,2016,Adobe Inc.,ADBE,software-application,technology,102.94999694824219,2095800.0,93.94000244140625,1454000.0
2017-12-31,2017,Adobe Inc.,ADBE,software-application,technology,175.24000549316406,1810300.0,102.94999694824219,2095800.0
2018-12-31,2018,Adobe Inc.,ADBE,software-application,technology,226.24000549316406,2866400.0,175.24000549316406,1810300.0
2019-12-31,2019,Adobe Inc.,ADBE,software-application,technology,329.80999755859375,1592300.0,226.24000549316406,2866400.0
2020-12-31,2020,Adobe Inc.,ADBE,software-application,technology,500.1199951171875,1462100.0,329.80999755859375,1592300.0
2021-12-31,2021,Adobe Inc.,ADBE,software-application,technology,567.0599975585938,1581400.0,500.1199951171875,1462100.0
2022-12-31,2022,Adobe Inc.,ADBE,software-application,technology,336.5299987792969,1740900.0,567.0599975585938,1581400.0
2023-12-31,2023,Adobe Inc.,ADBE,software-application,technology,596.5999755859375,1893900.0,336.5299987792969,1740900.0
2024-12-31,2024,Adobe Inc.,ADBE,software-application,technology,444.67999267578125,2285100.0,596.5999755859375,1893900.0
2025-12-31,2025,Adobe Inc.,ADBE,software-application,technology,352.510009765625,2252600.0,444.67999267578125,2285100.0
2005-12-31,2005,Advanced Micro Devices,AMD,semiconductors,technology,30.600000381469727,6540900.0,,
2006-12-31,2006,Advanced Micro Devices,AMD,semiconductors,technology,20.350000381469727,11594000.0,30.600000381469727,6540900.0
2007-12-31,2007,Advanced Micro Devices,AMD,semiconductors,technology,7.5,19668800.0,20.350000381469727,11594000.0
2008-12-31,2008,Advanced Micro Devices,AMD,semiconductors,technology,2.1600000858306885,10226500.0,7.5,19668800.0
2009-12-31,2009,Advanced Micro Devices,AMD,semiconductors,technology,9.680000305175781,9396500.0,2.1600000858306885,10226500.0
2010-12-31,2010,Advanced Micro Devices,AMD,semiconductors,technology,8.180000305175781,7971200.0,9.680000305175781,9396500.0
2011-12-31,2011,Advanced Micro Devices,AMD,semiconductors,technology,5.400000095367432,6906000.0,8.180000305175781,7971200.0
2012-12-31,2012,Advanced Micro Devices,AMD,semiconductors,technology,2.4000000953674316,20698200.0,5.400000095367432,6906000.0
2013-12-31,2013,Advanced Micro Devices,AMD,semiconductors,technology,3.869999885559082,12347800.0,2.4000000953674316,20698200.0
2014-12-31,2014,Advanced Micro Devices,AMD,semiconductors,technology,2.6700000762939453,11177900.0,3.869999885559082,12347800.0
2015-12-31,2015,Advanced Micro Devices,AMD,semiconductors,technology,2.869999885559082,11086100.0,2.6700000762939453,11177900.0
2016-12-31,2016,Advanced Micro Devices,AMD,semiconductors,technology,11.34000015258789,44095400.0,2.869999885559082,11086100.0
2017-12-31,2017,Advanced Micro Devices,AMD,semiconductors,technology,10.279999732971191,26678900.0,11.34000015258789,44095400.0
2018-12-31,2018,Advanced Micro Devices,AMD,semiconductors,technology,18.459999084472656,84732200.0,10.279999732971191,26678900.0
2019-12-31,2019,Advanced Micro Devices,AMD,semiconductors,technology,45.86000061035156,31673200.0,18.459999084472656,84732200.0
2020-12-31,2020,Advanced Micro Devices,AMD,semiconductors,technology,91.70999908447266,24930700.0,45.86000061035156,31673200.0
2021-12-31,2021,Advanced Micro Devices,AMD,semiconductors,technology,143.89999389648438,49448100.0,91.70999908447266,24930700.0
2022-12-31,2022,Advanced Micro Devices,AMD,semiconductors,technology,64.7699966430664,37127000.0,143.89999389648438,49448100.0
2023-12-31,2023,Advanced Micro Devices,AMD,semiconductors,technology,147.41000366210938,62079200.0,64.7699966430664,37127000.0
2024-12-31,2024,Advanced Micro Devices,AMD,semiconductors,technology,120.79000091552734,30203400.0,147.41000366210938,62079200.0
2025-12-31,2025,Advanced Micro Devices,AMD,semiconductors,technology,215.33999633789062,16409600.0,120.79000091552734,30203400.0
2005-12-31,2005,AES Corporation,AES,utilities-diversified,utilities,10.10324478149414,1550200.0,,
2006-12-31,2006,AES Corporation,AES,utilities-diversified,utilities,14.066679000854492,2527800.0,10.10324478149414,1550200.0
2007-12-31,2007,AES Corporation,AES,utilities-diversified,utilities,13.651825904846191,2085600.0,14.066679000854492,2527800.0
2008-12-31,2008,AES Corporation,AES,utilities-diversified,utilities,5.2590484619140625,6924100.0,13.651825904846191,2085600.0
2009-12-31,2009,AES Corporation,AES,utilities-diversified,utilities,8.49489688873291,3479800.0,5.2590484619140625,6924100.0
2010-12-31,2010,AES Corporation,AES,utilities-diversified,utilities,7.773688316345215,2171400.0,8.49489688873291,3479800.0
2011-12-31,2011,AES Corporation,AES,utilities-diversified,utilities,7.556689262390137,1541900.0,7.773688316345215,2171400.0
2012-12-31,2012,AES Corporation,AES,utilities-diversified,utilities,6.855341911315918,3652800.0,7.556689262390137,1541900.0
2013-12-31,2013,AES Corporation,AES,utilities-diversified,utilities,9.41566276550293,2330800.0,6.855341911315918,3652800.0
2014-12-31,2014,AES Corporation,AES,utilities-diversified,utilities,9.063128471374512,3758600.0,9.41566276550293,2330800.0
2015-12-31,2015,AES Corporation,AES,utilities-diversified,utilities,6.506880760192871,5060200.0,9.063128471374512,3758600.0
2016-12-31,2016,AES Corporation,AES,utilities-diversified,utilities,8.223791122436523,3245200.0,6.506880760192871,5060200.0
2017-12-31,2017,AES Corporation,AES,utilities-diversified,utilities,8.002620697021484,4774300.0,8.223791122436523,3245200.0
2018-12-31,2018,AES Corporation,AES,utilities-diversified,utilities,11.125286102294922,5301500.0,8.002620697021484,4774300.0
2019-12-31,2019,AES Corporation,AES,utilities-diversified,utilities,15.815654754638672,6044800.0,11.125286102294922,5301500.0
2020-12-31,2020,AES Corporation,AES,utilities-diversified,utilities,19.318376541137695,4316400.0,15.815654754638672,6044800.0
2021-12-31,2021,AES Corporation,AES,utilities-diversified,utilities,20.466968536376953,2491100.0,19.318376541137695,4316400.0
2022-12-31,2022,AES Corporation,AES,utilities-diversified,utilities,24.90584945678711,2233000.0,20.466968536376953,2491100.0
2023-12-31,2023,AES Corporation,AES,utilities-diversified,utilities,17.215957641601562,3749600.0,24.90584945678711,2233000.0
2024-12-31,2024,AES Corporation,AES,utilities-diversified,utilities,11.983418464660645,9508000.0,17.215957641601562,3749600.0
2025-12-31,2025,AES Corporation,AES,utilities-diversified,utilities,14.33031940460205,8104100.0,11.983418464660645,9508000.0
2005-12-31,2005,Aflac,AFL,insurance-life,financial-services,14.470858573913574,2078200.0,,
2006-12-31,2006,Aflac,AFL,insurance-life,financial-services,14.513524055480957,2210200.0,14.470858573913574,2078200.0
2007-12-31,2007,Aflac,AFL,insurance-life,financial-services,20.06321144104004,2559800.0,14.513524055480957,2210200.0
2008-12-31,2008,Aflac,AFL,insurance-life,financial-services,14.944478988647461,5578800.0,20.06321144104004,2559800.0
2009-12-31,2009,Aflac,AFL,insurance-life,financial-services,15.607076644897461,2892600.0,14.944478988647461,5578800.0
2010-12-31,2010,Aflac,AFL,insurance-life,financial-services,19.494421005249023,2705800.0,15.607076644897461,2892600.0
2011-12-31,2011,Aflac,AFL,insurance-life,financial-services,15.34328842163086,3794800.0,19.494421005249023,2705800.0
2012-12-31,2012,Aflac,AFL,insurance-life,financial-services,19.39045524597168,5228800.0,15.34328842163086,3794800.0
2013-12-31,2013,Aflac,AFL,insurance-life,financial-services,24.995067596435547,2420200.0,19.39045524597168,5228800.0
2014-12-31,2014,Aflac,AFL,insurance-life,financial-services,23.43149757385254,3273600.0,24.995067596435547,2420200.0
2015-12-31,2015,Aflac,AFL,insurance-life,financial-services,23.557117462158203,2051600.0,23.43149757385254,3273600.0
2016-12-31,2016,Aflac,AFL,insurance-life,financial-services,28.056638717651367,2387800.0,23.557117462158203,2051600.0
2017-12-31,2017,Aflac,AFL,insurance-life,financial-services,36.199398040771484,1995200.0,28.056638717651367,2387800.0
2018-12-31,2018,Aflac,AFL,insurance-life,financial-services,38.444793701171875,2702200.0,36.199398040771484,1995200.0
2019-12-31,2019,Aflac,AFL,insurance-life,financial-services,45.576629638671875,2326700.0,38.444793701171875,2702200.0
2020-12-31,2020,Aflac,AFL,insurance-life,financial-services,39.37825012207031,2159000.0,45.576629638671875,2326700.0
2021-12-31,2021,Aflac,AFL,insurance-life,financial-services,52.98295974731445,2045500.0,39.37825012207031,2159000.0
2022-12-31,2022,Aflac,AFL,insurance-life,financial-services,66.97633361816406,1422300.0,52.98295974731445,2045500.0
2023-12-31,2023,Aflac,AFL,insurance-life,financial-services,78.60546875,1390600.0,66.97633361816406,1422300.0
2024-12-31,2024,Aflac,AFL,insurance-life,financial-services,100.68164825439453,1689800.0,78.60546875,1390600.0
2025-12-31,2025,Aflac,AFL,insurance-life,financial-services,110.21442413330078,1153000.0,100.68164825439453,1689800.0
2005-12-31,2005,Agilent Technologies,A,diagnostics-research,healthcare,19.89836311340332,3244618.0,,
2006-12-31,2006,Agilent Technologies,A,diagnostics-research,healthcare,22.108251571655273,2443285.0,19.89836311340332,3244618.0
2007-12-31,2007,Agilent Technologies,A,diagnostics-research,healthcare,23.307235717773438,2844790.0,22.108251571655273,2443285.0
2008-12-31,2008,Agilent Technologies,A,diagnostics-research,healthcare,9.9154052734375,6415003.0,23.307235717773438,2844790.0
2009-12-31,2009,Agilent Technologies,A,diagnostics-research,healthcare,19.710275650024414,5224606.0,9.9154052734375,6415003.0
2010-12-31,2010,Agilent Technologies,A,diagnostics-research,healthcare,26.282480239868164,2050726.0,19.710275650024414,5224606.0
2011-12-31,2011,Agilent Technologies,A,diagnostics-research,healthcare,22.15900230407715,1930918.0,26.282480239868164,2050726.0
2012-12-31,2012,Agilent Technologies,A,diagnostics-research,healthcare,26.231361389160156,4707905.0,22.15900230407715,1930918.0
2013-12-31,2013,Agilent Technologies,A,diagnostics-research,healthcare,37.020721435546875,1316077.0,26.231361389160156,4707905.0
2014-12-31,2014,Agilent Technologies,A,diagnostics-research,healthcare,37.31052017211914,1421100.0,37.020721435546875,1316077.0
2015-12-31,2015,Agilent Technologies,A,diagnostics-research,healthcare,38.60331726074219,1451000.0,37.31052017211914,1421100.0
2016-12-31,2016,Agilent Technologies,A,diagnostics-research,healthcare,42.52646255493164,1216100.0,38.60331726074219,1451000.0
2017-12-31,2017,Agilent Technologies,A,diagnostics-research,healthcare,63.07435607910156,1064900.0,42.52646255493164,1216100.0
2018-12-31,2018,Agilent Technologies,A,diagnostics-research,healthcare,64.12478637695312,1572100.0,63.07435607910156,1064900.0
2019-12-31,2019,Agilent Technologies,A,diagnostics-research,healthcare,81.78449249267578,1176200.0,64.12478637695312,1572100.0
2020-12-31,2020,Agilent Technologies,A,diagnostics-research,healthcare,114.32728576660156,1307200.0,81.78449249267578,1176200.0
2021-12-31,2021,Agilent Technologies,A,diagnostics-research,healthcare,154.92440795898438,1315500.0,114.32728576660156,1307200.0
2022-12-31,2022,Agilent Technologies,A,diagnostics-research,healthcare,146.36843872070312,699800.0,154.92440795898438,1315500.0
2023-12-31,2023,Agilent Technologies,A,diagnostics-research,healthcare,136.96937561035156,1014400.0,146.36843872070312,699800.0
2024-12-31,2024,Agilent Technologies,A,diagnostics-research,healthcare,133.26719665527344,719600.0,136.96937561035156,1014400.0
2025-12-31,2025,Agilent Technologies,A,diagnostics-research,healthcare,137.3744659423828,2423100.0,133.26719665527344,719600.0
2005-12-31,2005,Air Products,APD,specialty-chemicals,basic-materials,33.51234817504883,394025.0,,
2006-12-31,2006,Air Products,APD,specialty-chemicals,basic-materials,40.61082077026367,504935.0,33.51234817504883,394025.0
2007-12-31,2007,Air Products,APD,specialty-chemicals,basic-materials,57.99977493286133,1271148.0,40.61082077026367,504935.0
2008-12-31,2008,Air Products,APD,specialty-chemicals,basic-materials,30.298892974853516,2039631.0,57.99977493286133,1271148.0
2009-12-31,2009,Air Products,APD,specialty-chemicals,basic-materials,50.134403228759766,415428.0,30.298892974853516,2039631.0
2010-12-31,2010,Air Products,APD,specialty-chemicals,basic-materials,57.68145751953125,439318.0,50.134403228759766,415428.0
2011-12-31,2011,Air Products,APD,specialty-chemicals,basic-materials,55.49577331542969,505151.0,57.68145751953125,439318.0
2012-12-31,2012,Air Products,APD,specialty-chemicals,basic-materials,56.438385009765625,874853.0,55.49577331542969,505151.0
2013-12-31,2013,Air Products,APD,specialty-chemicals,basic-materials,77.23993682861328,1274283.0,56.438385009765625,874853.0
2014-12-31,2014,Air Products,APD,specialty-chemicals,basic-materials,102.0277099609375,1121321.0,77.23993682861328,1274283.0
2015-12-31,2015,Air Products,APD,specialty-chemicals,basic-materials,94.23931121826172,916364.0,102.0277099609375,1121321.0
2016-12-31,2016,Air Products,APD,specialty-chemicals,basic-materials,115.4001235961914,725900.0,94.23931121826172,916364.0
2017-12-31,2017,Air Products,APD,specialty-chemicals,basic-materials,135.06423950195312,835000.0,115.4001235961914,725900.0
2018-12-31,2018,Air Products,APD,specialty-chemicals,basic-materials,135.41627502441406,1065400.0,135.06423950195312,835000.0
2019-12-31,2019,Air Products,APD,specialty-chemicals,basic-materials,203.14808654785156,527100.0,135.41627502441406,1065400.0
2020-12-31,2020,Air Products,APD,specialty-chemicals,basic-materials,241.3712615966797,795600.0,203.14808654785156,527100.0
2021-12-31,2021,Air Products,APD,specialty-chemicals,basic-materials,274.5708312988281,586600.0,241.3712615966797,795600.0
2022-12-31,2022,Air Products,APD,specialty-chemicals,basic-materials,285.3182678222656,534700.0,274.5708312988281,586600.0
2023-12-31,2023,Air Products,APD,specialty-chemicals,basic-materials,259.7738952636719,886000.0,285.3182678222656,534700.0
2024-12-31,2024,Air Products,APD,specialty-chemicals,basic-materials,280.783935546875,777900.0,259.7738952636719,886000.0
2025-12-31,2025,Air Products,APD,specialty-chemicals,basic-materials,247.0169677734375,1077700.0,280.783935546875,777900.0
2020-12-31,2020,Airbnb,ABNB,travel-services,consumer-cyclical,146.8000030517578,2795800.0,,
2021-12-31,2021,Airbnb,ABNB,travel-services,consumer-cyclical,166.49000549316406,2596000.0,146.8000030517578,2795800.0
2022-12-31,2022,Airbnb,ABNB,travel-services,consumer-cyclical,85.5,3372500.0,166.49000549316406,2596000.0
2023-12-31,2023,Airbnb,ABNB,travel-services,consumer-cyclical,136.13999938964844,3076100.0,85.5,3372500.0
2024-12-31,2024,Airbnb,ABNB,travel-services,consumer-cyclical,131.41000366210938,2312300.0,136.13999938964844,3076100.0
2025-12-31,2025,Airbnb,ABNB,travel-services,consumer-cyclical,136.91000366210938,2406200.0,131.41000366210938,2312300.0
2005-12-31,2005,Akamai Technologies,AKAM,software-infrastructure,technology,19.93000030517578,849500.0,,
2006-12-31,2006,Akamai Technologies,AKAM,software-infrastructure,technology,53.119998931884766,2284700.0,19.93000030517578,849500.0
2007-12-31,2007,Akamai Technologies,AKAM,software-infrastructure,technology,34.599998474121094,2230600.0,53.119998931884766,2284700.0
2008-12-31,2008,Akamai Technologies,AKAM,software-infrastructure,technology,15.09000015258789,3010900.0,34.599998474121094,2230600.0
