Date,Year,Company,Ticker,industryKey,sectorKey,Close,Volume
2010-12-31,2010,Adobe Inc.,ADBE,software-application,technology,30.780000686645508,2841300.0
2011-12-31,2011,Adobe Inc.,ADBE,software-application,technology,28.270000457763672,3471900.0
2012-12-31,2012,Adobe Inc.,ADBE,software-application,technology,37.68000030517578,4634600.0
2013-12-31,2013,Adobe Inc.,ADBE,software-application,technology,59.880001068115234,1391300.0
2014-12-31,2014,Adobe Inc.,ADBE,software-application,technology,72.69999694824219,1359300.0
2015-12-31,2015,Adobe Inc.,ADBE,software-application,technology,93.94000244140624,1454000.0
2016-12-31,2016,Adobe Inc.,ADBE,software-application,technology,102.9499969482422,2095800.0
2017-12-31,2017,Adobe Inc.,ADBE,software-application,technology,175.24000549316406,1810300.0
2018-12-31,2018,Adobe Inc.,ADBE,software-application,technology,226.2400054931641,2866400.0
2019-12-31,2019,Adobe Inc.,ADBE,software-application,technology,329.8099975585937,1592300.0
2020-12-31,2020,Adobe Inc.,ADBE,software-application,technology,500.1199951171875,1462100.0
2021-12-31,2021,Adobe Inc.,ADBE,software-application,technology,567.0599975585938,1581400.0
2022-12-31,2022,Adobe Inc.,ADBE,software-application,technology,336.5299987792969,1740900.0
2023-12-31,2023,Adobe Inc.,ADBE,software-application,technology,596.5999755859375,1893900.0
2024-12-31,2024,Adobe Inc.,ADBE,software-application,technology,444.6799926757813,2285100.0
2025-12-31,2025,Adobe Inc.,ADBE,software-application,technology,352.510009765625,2252600.0
2005-12-31,2005,Advanced Micro Devices,AMD,semiconductors,technology,30.600000381469727,6540900.0
2006-12-31,2006,Advanced Micro Devices,AMD,semiconductors,technology,20.350000381469727,11594000.0
2007-12-31,2007,Advanced Micro Devices,AMD,semiconductors,technology,7.5,19668800.0
2008-12-31,2008,Advanced Micro Devices,AMD,semiconductors,technology,2.1600000858306885,10226500.0
2009-12-31,2009,Advanced Micro Devices,AMD,semiconductors,technology,9.68000030517578,9396500.0
2010-12-31,2010,Advanced Micro Devices,AMD,semiconductors,technology,8.180000305175781,7971200.0
2011-12-31,2011,Advanced Micro Devices,AMD,semiconductors,technology,5.400000095367432,6906000.0
2012-12-31,2012,Advanced Micro Devices,AMD,semiconductors,technology,2.400000095367432,20698200.0
2013-12-31,2013,Advanced Micro Devices,AMD,semiconductors,technology,3.869999885559082,12347800.0
2014-12-31,2014,Advanced Micro Devices,AMD,semiconductors,technology,2.6700000762939453,11177900.0
2015-12-31,2015,Advanced Micro Devices,AMD,semiconductors,technology,2.869999885559082,11086100.0
2016-12-31,2016,Advanced Micro Devices,AMD,semiconductors,technology,11.34000015258789,44095400.0
2017-12-31,2017,Advanced Micro Devices,AMD,semiconductors,technology,10.279999732971191,26678900.0
2018-12-31,2018,Advanced Micro Devices,AMD,semiconductors,technology,18.459999084472656,84732200.0
2019-12-31,2019,Advanced Micro Devices,AMD,semiconductors,technology,45.86000061035156,31673200.0
2020-12-31,2020,Advanced Micro Devices,AMD,semiconductors,technology,91.70999908447266,24930700.0
2021-12-31,2021,Advanced Micro Devices,AMD,semiconductors,technology,143.89999389648438,49448100.0
2022-12-31,2022,Advanced Micro Devices,AMD,semiconductors,technology,64.7699966430664,37127000.0
2023-12-31,2023,Advanced Micro Devices,AMD,semiconductors,technology,147.41000366210938,62079200.0
2024-12-31,2024,Advanced Micro Devices,AMD,semiconductors,technology,120.79000091552734,30203400.0
2025-12-31,2025,Advanced Micro Devices,AMD,semiconductors,technology,215.33999633789065,16409600.0
2005-12-31,2005,AES Corporation,AES,utilities-diversified,utilities,10.103243827819824,1550200.0
2006-12-31,2006,AES Corporation,AES,utilities-diversified,utilities,14.066672325134276,2527800.0
2007-12-31,2007,AES Corporation,AES,utilities-diversified,utilities,13.651826858520508,2085600.0
2008-12-31,2008,AES Corporation,AES,utilities-diversified,utilities,5.259047985076904,6924100.0
2009-12-31,2009,AES Corporation,AES,utilities-diversified,utilities,8.494894027709961,3479800.0
2010-12-31,2010,AES Corporation,AES,utilities-diversified,utilities,7.773686408996582,2171400.0
2011-12-31,2011,AES Corporation,AES,utilities-diversified,utilities,7.556692600250244,1541900.0
2012-12-31,2012,AES Corporation,AES,utilities-diversified,utilities,6.855342864990234,3652800.0
2013-12-31,2013,AES Corporation,AES,utilities-diversified,utilities,9.41565990447998,2330800.0
2014-12-31,2014,AES Corporation,AES,utilities-diversified,utilities,9.063127517700195,3758600.0
2015-12-31,2015,AES Corporation,AES,utilities-diversified,utilities,6.506881237030029,5060200.0
2016-12-31,2016,AES Corporation,AES,utilities-diversified,utilities,8.223793029785156,3245200.0
2017-12-31,2017,AES Corporation,AES,utilities-diversified,utilities,8.002620697021484,4774300.0
2018-12-31,2018,AES Corporation,AES,utilities-diversified,utilities,11.125288963317873,5301500.0
2019-12-31,2019,AES Corporation,AES,utilities-diversified,utilities,15.81565761566162,6044800.0
2020-12-31,2020,AES Corporation,AES,utilities-diversified,utilities,19.31838035583496,4316400.0
2021-12-31,2021,AES Corporation,AES,utilities-diversified,utilities,20.466970443725582,2491100.0
2022-12-31,2022,AES Corporation,AES,utilities-diversified,utilities,24.90584945678711,2233000.0
2023-12-31,2023,AES Corporation,AES,utilities-diversified,utilities,17.215957641601562,3749600.0
2024-12-31,2024,AES Corporation,AES,utilities-diversified,utilities,11.983418464660645,9508000.0
2025-12-31,2025,AES Corporation,AES,utilities-diversified,utilities,14.33031940460205,8104100.0
2005-12-31,2005,Aflac,AFL,insurance-life,financial-services,14.470866203308104,2078200.0
2006-12-31,2006,Aflac,AFL,insurance-life,financial-services,14.513521194458008,2210200.0
2007-12-31,2007,Aflac,AFL,insurance-life,financial-services,20.06321144104004,2559800.0
2008-12-31,2008,Aflac,AFL,insurance-life,financial-services,14.944479942321776,5578800.0
2009-12-31,2009,Aflac,AFL,insurance-life,financial-services,15.60707664489746,2892600.0
2010-12-31,2010,Aflac,AFL,insurance-life,financial-services,19.494422912597656,2705800.0
2011-12-31,2011,Aflac,AFL,insurance-life,financial-services,15.34329319000244,3794800.0
2012-12-31,2012,Aflac,AFL,insurance-life,financial-services,19.39044952392578,5228800.0
2013-12-31,2013,Aflac,AFL,insurance-life,financial-services,24.995073318481445,2420200.0
2014-12-31,2014,Aflac,AFL,insurance-life,financial-services,23.431495666503903,3273600.0
2015-12-31,2015,Aflac,AFL,insurance-life,financial-services,23.557117462158203,2051600.0
2016-12-31,2016,Aflac,AFL,insurance-life,financial-services,28.056640625,2387800.0
2017-12-31,2017,Aflac,AFL,insurance-life,financial-services,36.19940185546875,1995200.0
2018-12-31,2018,Aflac,AFL,insurance-life,financial-services,38.44478988647461,2702200.0
2019-12-31,2019,Aflac,AFL,insurance-life,financial-services,45.57662582397461,2326700.0
2020-12-31,2020,Aflac,AFL,insurance-life,financial-services,39.37825775146485,2159000.0
2021-12-31,2021,Aflac,AFL,insurance-life,financial-services,52.98294448852539,2045500.0
2022-12-31,2022,Aflac,AFL,insurance-life,financial-services,66.9763412475586,1422300.0
2023-12-31,2023,Aflac,AFL,insurance-life,financial-services,78.60545349121094,1390600.0
2024-12-31,2024,Aflac,AFL,insurance-life,financial-services,100.68164825439452,1689800.0
2025-12-31,2025,Aflac,AFL,insurance-life,financial-services,110.21442413330078,1153000.0
2005-12-31,2005,Agilent Technologies,A,diagnostics-research,healthcare,19.89835357666016,3244618.0
2006-12-31,2006,Agilent Technologies,A,diagnostics-research,healthcare,22.10825157165528,2443285.0
2007-12-31,2007,Agilent Technologies,A,diagnostics-research,healthcare,23.30722618103028,2844790.0
2008-12-31,2008,Agilent Technologies,A,diagnostics-research,healthcare,9.91540813446045,6415003.0
2009-12-31,2009,Agilent Technologies,A,diagnostics-research,healthcare,19.710277557373047,5224606.0
2010-12-31,2010,Agilent Technologies,A,diagnostics-research,healthcare,26.28249168395996,2050726.0
2011-12-31,2011,Agilent Technologies,A,diagnostics-research,healthcare,22.15900039672852,1930918.0
2012-12-31,2012,Agilent Technologies,A,diagnostics-research,healthcare,26.231359481811523,4707905.0
2013-12-31,2013,Agilent Technologies,A,diagnostics-research,healthcare,37.02071380615234,1316077.0
2014-12-31,2014,Agilent Technologies,A,diagnostics-research,healthcare,37.31051635742188,1421100.0
2015-12-31,2015,Agilent Technologies,A,diagnostics-research,healthcare,38.60331344604492,1451000.0
2016-12-31,2016,Agilent Technologies,A,diagnostics-research,healthcare,42.52647018432617,1216100.0
2017-12-31,2017,Agilent Technologies,A,diagnostics-research,healthcare,63.074344635009766,1064900.0
2018-12-31,2018,Agilent Technologies,A,diagnostics-research,healthcare,64.12477111816406,1572100.0
2019-12-31,2019,Agilent Technologies,A,diagnostics-research,healthcare,81.78449249267578,1176200.0
2020-12-31,2020,Agilent Technologies,A,diagnostics-research,healthcare,114.32728576660156,1307200.0
2021-12-31,2021,Agilent Technologies,A,diagnostics-research,healthcare,154.9244384765625,1315500.0
2022-12-31,2022,Agilent Technologies,A,diagnostics-research,healthcare,146.36842346191406,699800.0
2023-12-31,2023,Agilent Technologies,A,diagnostics-research,healthcare,136.9693603515625,1014400.0
2024-12-31,2024,Agilent Technologies,A,diagnostics-research,healthcare,133.26719665527344,719600.0
2025-12-31,2025,Agilent Technologies,A,diagnostics-research,healthcare,137.3744659423828,2423100.0
2005-12-31,2005,Air Products,APD,specialty-chemicals,basic-materials,33.51235580444336,394025.0
2006-12-31,2006,Air Products,APD,specialty-chemicals,basic-materials,40.610836029052734,504935.0
2007-12-31,2007,Air Products,APD,specialty-chemicals,basic-materials,57.999759674072266,1271148.0
2008-12-31,2008,Air Products,APD,specialty-chemicals,basic-materials,30.29888343811035,2039631.0
2009-12-31,2009,Air Products,APD,specialty-chemicals,basic-materials,50.134403228759766,415428.0
2010-12-31,2010,Air Products,APD,specialty-chemicals,basic-materials,57.68146514892578,439318.0
2011-12-31,2011,Air Products,APD,specialty-chemicals,basic-materials,55.49576187133789,505151.0
2012-12-31,2012,Air Products,APD,specialty-chemicals,basic-materials,56.438385009765625,874853.0
2013-12-31,2013,Air Products,APD,specialty-chemicals,basic-materials,77.23994445800781,1274283.0
2014-12-31,2014,Air Products,APD,specialty-chemicals,basic-materials,102.02771759033205,1121321.0
2015-12-31,2015,Air Products,APD,specialty-chemicals,basic-materials,94.2393035888672,916364.0
2016-12-31,2016,Air Products,APD,specialty-chemicals,basic-materials,115.40015411376952,725900.0
2017-12-31,2017,Air Products,APD,specialty-chemicals,basic-materials,135.0643310546875,835000.0
2018-12-31,2018,Air Products,APD,specialty-chemicals,basic-materials,135.41629028320312,1065400.0
2019-12-31,2019,Air Products,APD,specialty-chemicals,basic-materials,203.1481170654297,527100.0
2020-12-31,2020,Air Products,APD,specialty-chemicals,basic-materials,241.3712158203125,795600.0
2021-12-31,2021,Air Products,APD,specialty-chemicals,basic-materials,274.57080078125,586600.0
2022-12-31,2022,Air Products,APD,specialty-chemicals,basic-materials,285.318359375,534700.0
2023-12-31,2023,Air Products,APD,specialty-chemicals,basic-materials,259.7738647460937,886000.0
2024-12-31,2024,Air Products,APD,specialty-chemicals,basic-materials,280.78387451171875,777900.0
2025-12-31,2025,Air Products,APD,specialty-chemicals,basic-materials,247.0169677734375,1077700.0
2020-12-31,2020,Airbnb,ABNB,travel-services,consumer-cyclical,146.8000030517578,2795800.0
2021-12-31,2021,Airbnb,ABNB,travel-services,consumer-cyclical,166.49000549316406,2596000.0
2022-12-31,2022,Airbnb,ABNB,travel-services,consumer-cyclical,85.5,3372500.0
2023-12-31,2023,Airbnb,ABNB,travel-services,consumer-cyclical,136.13999938964844,3076100.0
2024-12-31,2024,Airbnb,ABNB,travel-services,consumer-cyclical,131.41000366210938,2312300.0
2025-12-31,2025,Airbnb,ABNB,travel-services,consumer-cyclical,136.91000366210938,2406200.0
2005-12-31,2005,Akamai Technologies,AKAM,software-infrastructure,technology,19.93000030517578,849500.0
2006-12-31,2006,Akamai Technologies,AKAM,software-infrastructure,technology,53.119998931884766,2284700.0
2007-12-31,2007,Akamai Technologies,AKAM,software-infrastructure,technology,34.599998474121094,2230600.0
2008-12-31,2008,Akamai Technologies,AKAM,software-infrastructure,technology,15.09000015258789,3010900.0
2009-12-31,2009,Akamai Technologies,AKAM,software-infrastructure,technology,25.34000015258789,2754500.0
2010-12-31,2010,Akamai Technologies,AKAM,software-infrastructure,technology,47.04999923706055,2238900.0
2011-12-31,2011,Akamai Technologies,AKAM,software-infrastructure,technology,32.279998779296875,1930100.0
2012-12-31,2012,Akamai Technologies,AKAM,software-infrastructure,technology,40.90999984741211,2065400.0
2013-12-31,2013,Akamai Technologies,AKAM,software-infrastructure,technology,47.18000030517578,990600.0
2014-12-31,2014,Akamai Technologies,AKAM,software-infrastructure,technology,62.959999084472656,885900.0
2015-12-31,2015,Akamai Technologies,AKAM,software-infrastructure,technology,52.630001068115234,1132000.0
2016-12-31,2016,Akamai Technologies,AKAM,software-infrastructure,technology,66.68000030517578,967700.0
2017-12-31,2017,Akamai Technologies,AKAM,software-infrastructure,technology,65.04000091552734,881900.0
2018-12-31,2018,Akamai Technologies,AKAM,software-infrastructure,technology,61.08000183105469,1387100.0
2019-12-31,2019,Akamai Technologies,AKAM,software-infrastructure,technology,86.37999725341797,663600.0
2020-12-31,2020,Akamai Technologies,AKAM,software-infrastructure,technology,104.98999786376952,815200.0
2021-12-31,2021,Akamai Technologies,AKAM,software-infrastructure,technology,117.04000091552734,717400.0
2022-12-31,2022,Akamai Technologies,AKAM,software-infrastructure,technology,84.30000305175781,675000.0
2023-12-31,2023,Akamai Technologies,AKAM,software-infrastructure,technology,118.3499984741211,772000.0
2024-12-31,2024,Akamai Technologies,AKAM,software-infrastructure,technology,95.6500015258789,932100.0
2025-12-31,2025,Akamai Technologies,AKAM,software-infrastructure,technology,87.97000122070312,1510000.0
2005-12-31,2005,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,14.3289155960083,168800.0
2006-12-31,2006,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,27.19121551513672,321800.0
2007-12-31,2007,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,31.56510162353516,426100.0
2008-12-31,2008,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,17.32693862915039,1122000.0
2009-12-31,2009,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,28.80040740966797,297500.0
2010-12-31,2010,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,44.73491668701172,301100.0
2011-12-31,2011,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,41.83737182617188,425300.0
2012-12-31,2012,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,51.13673400878906,343700.0
2013-12-31,2013,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,52.95719146728516,386900.0
2014-12-31,2014,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,51.0925178527832,517100.0
2015-12-31,2015,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,48.69904708862305,663000.0
2016-12-31,2016,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,76.05974578857422,470100.0
2017-12-31,2017,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,114.25334167480467,714600.0
2018-12-31,2018,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,69.82089233398438,1040100.0
2019-12-31,2019,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,67.5293960571289,1016000.0
2020-12-31,2020,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,138.69534301757812,779200.0
2021-12-31,2021,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,221.5731811523437,380300.0
2022-12-31,2022,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,206.88755798339844,951800.0
2023-12-31,2023,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,139.03512573242188,2834600.0
2024-12-31,2024,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,84.12177276611328,1609500.0
2025-12-31,2025,Albemarle Corporation,ALB,specialty-chemicals,basic-materials,141.65907287597656,1660200.0
2005-12-31,2005,Alexandria Real Estate Equities,ARE,reit-office,real-estate,40.69567108154297,78600.0
2006-12-31,2006,Alexandria Real Estate Equities,ARE,reit-office,real-estate,52.31846237182617,113200.0
2007-12-31,2007,Alexandria Real Estate Equities,ARE,reit-office,real-estate,54.63056564331055,319100.0
2008-12-31,2008,Alexandria Real Estate Equities,ARE,reit-office,real-estate,33.682952880859375,1051600.0
2009-12-31,2009,Alexandria Real Estate Equities,ARE,reit-office,real-estate,37.48470306396485,428200.0
2010-12-31,2010,Alexandria Real Estate Equities,ARE,reit-office,real-estate,43.64083099365234,220100.0
2011-12-31,2011,Alexandria Real Estate Equities,ARE,reit-office,real-estate,42.188026428222656,335600.0
2012-12-31,2012,Alexandria Real Estate Equities,ARE,reit-office,real-estate,43.669883728027344,529500.0
2013-12-31,2013,Alexandria Real Estate Equities,ARE,reit-office,real-estate,41.71136093139648,408700.0
2014-12-31,2014,Alexandria Real Estate Equities,ARE,reit-office,real-estate,60.39059066772461,404700.0
2015-12-31,2015,Alexandria Real Estate Equities,ARE,reit-office,real-estate,63.59016036987305,386100.0
2016-12-31,2016,Alexandria Real Estate Equities,ARE,reit-office,real-estate,80.73047637939453,553100.0
2017-12-31,2017,Alexandria Real Estate Equities,ARE,reit-office,real-estate,97.64397430419922,372800.0
2018-12-31,2018,Alexandria Real Estate Equities,ARE,reit-office,real-estate,88.88114166259766,675900.0
2019-12-31,2019,Alexandria Real Estate Equities,ARE,reit-office,real-estate,128.0248260498047,582900.0
2020-12-31,2020,Alexandria Real Estate Equities,ARE,reit-office,real-estate,145.0172576904297,495400.0
2021-12-31,2021,Alexandria Real Estate Equities,ARE,reit-office,real-estate,185.7506256103516,448500.0
2022-12-31,2022,Alexandria Real Estate Equities,ARE,reit-office,real-estate,125.14947509765624,687800.0
2023-12-31,2023,Alexandria Real Estate Equities,ARE,reit-office,real-estate,113.74907684326172,1000000.0
2024-12-31,2024,Alexandria Real Estate Equities,ARE,reit-office,real-estate,91.64163970947266,1326100.0
2025-12-31,2025,Alexandria Real Estate Equities,ARE,reit-office,real-estate,48.75,2007100.0
2005-12-31,2005,Align Technology,ALGN,medical-instruments-supplies,healthcare,6.46999979019165,539100.0
2006-12-31,2006,Align Technology,ALGN,medical-instruments-supplies,healthcare,13.970000267028809,784000.0
