Date,Month,Quarter,Year,Company,Ticker,industryKey,sectorKey,Close,Volume_accum
2021-11-30,11,4,2021,Upwork,UPWK,internet-content-information,communication-services,37.2599983215332,30427700.0
2021-12-31,12,4,2021,Upwork,UPWK,internet-content-information,communication-services,34.15999984741211,32905200.0
2022-01-31,1,1,2022,Upwork,UPWK,internet-content-information,communication-services,27.200000762939453,41373600.0
2022-02-28,2,1,2022,Upwork,UPWK,internet-content-information,communication-services,25.280000686645508,37849300.0
2022-03-31,3,1,2022,Upwork,UPWK,internet-content-information,communication-services,23.239999771118164,33410600.0
2022-04-30,4,2,2022,Upwork,UPWK,internet-content-information,communication-services,20.969999313354492,21696200.0
2022-05-31,5,2,2022,Upwork,UPWK,internet-content-information,communication-services,18.25,34960200.0
2022-06-30,6,2,2022,Upwork,UPWK,internet-content-information,communication-services,20.68000030517578,23701100.0
2022-07-31,7,3,2022,Upwork,UPWK,internet-content-information,communication-services,18.559999465942383,29435700.0
2022-08-31,8,3,2022,Upwork,UPWK,internet-content-information,communication-services,17.399999618530273,25361300.0
2022-09-30,9,3,2022,Upwork,UPWK,internet-content-information,communication-services,13.619999885559082,23920400.0
2022-10-31,10,4,2022,Upwork,UPWK,internet-content-information,communication-services,13.449999809265137,35615600.0
2022-11-30,11,4,2022,Upwork,UPWK,internet-content-information,communication-services,12.25,41278300.0
2022-12-31,12,4,2022,Upwork,UPWK,internet-content-information,communication-services,10.4399995803833,25279000.0
2023-01-31,1,1,2023,Upwork,UPWK,internet-content-information,communication-services,12.960000038146973,23443000.0
2023-02-28,2,1,2023,Upwork,UPWK,internet-content-information,communication-services,11.34000015258789,31777500.0
2023-03-31,3,1,2023,Upwork,UPWK,internet-content-information,communication-services,11.319999694824219,29439100.0
2023-04-30,4,2,2023,Upwork,UPWK,internet-content-information,communication-services,9.569999694824219,23955700.0
2023-05-31,5,2,2023,Upwork,UPWK,internet-content-information,communication-services,8.199999809265137,74516900.0
2023-06-30,6,2,2023,Upwork,UPWK,internet-content-information,communication-services,9.34000015258789,39801400.0
2023-07-31,7,3,2023,Upwork,UPWK,internet-content-information,communication-services,10.430000305175781,26788800.0
2023-08-31,8,3,2023,Upwork,UPWK,internet-content-information,communication-services,14.8100004196167,82904700.0
2023-09-30,9,3,2023,Upwork,UPWK,internet-content-information,communication-services,11.359999656677246,38398700.0
2023-10-31,10,4,2023,Upwork,UPWK,internet-content-information,communication-services,10.449999809265137,30171000.0
2023-11-30,11,4,2023,Upwork,UPWK,internet-content-information,communication-services,14.09000015258789,63241700.0
2023-12-31,12,4,2023,Upwork,UPWK,internet-content-information,communication-services,14.869999885559082,38358200.0
2024-01-31,1,1,2024,Upwork,UPWK,internet-content-information,communication-services,13.710000038146973,35960000.0
2024-02-29,2,1,2024,Upwork,UPWK,internet-content-information,communication-services,13.100000381469727,50003800.0
2024-03-31,3,1,2024,Upwork,UPWK,internet-content-information,communication-services,12.260000228881836,40140300.0
2024-04-30,4,2,2024,Upwork,UPWK,internet-content-information,communication-services,11.699999809265137,37724100.0
2024-05-31,5,2,2024,Upwork,UPWK,internet-content-information,communication-services,10.569999694824219,49980700.0
2024-06-30,6,2,2024,Upwork,UPWK,internet-content-information,communication-services,10.75,34143100.0
2024-07-31,7,3,2024,Upwork,UPWK,internet-content-information,communication-services,12.119999885559082,39107000.0
2024-08-31,8,3,2024,Upwork,UPWK,internet-content-information,communication-services,9.640000343322754,74925800.0
2024-09-30,9,3,2024,Upwork,UPWK,internet-content-information,communication-services,10.449999809265137,33918200.0
2024-10-31,10,4,2024,Upwork,UPWK,internet-content-information,communication-services,13.5600004196167,51840400.0
2024-11-30,11,4,2024,Upwork,UPWK,internet-content-information,communication-services,16.969999313354492,56957400.0
2024-12-31,12,4,2024,Upwork,UPWK,internet-content-information,communication-services,16.350000381469727,35877900.0
2025-01-31,1,1,2025,Upwork,UPWK,internet-content-information,communication-services,15.760000228881836,48767200.0
2025-02-28,2,1,2025,Upwork,UPWK,internet-content-information,communication-services,15.930000305175781,54168700.0
2025-03-31,3,1,2025,Upwork,UPWK,internet-content-information,communication-services,13.050000190734863,42428100.0
2025-04-30,4,2,2025,Upwork,UPWK,internet-content-information,communication-services,13.149999618530273,36554200.0
2025-05-31,5,2,2025,Upwork,UPWK,internet-content-information,communication-services,15.489999771118164,51460200.0
2025-06-30,6,2,2025,Upwork,UPWK,internet-content-information,communication-services,13.4399995803833,50401700.0
2025-07-31,7,3,2025,Upwork,UPWK,internet-content-information,communication-services,11.960000038146973,52370700.0
2025-08-31,8,3,2025,Upwork,UPWK,internet-content-information,communication-services,15.390000343322754,75137100.0
2025-09-30,9,3,2025,Upwork,UPWK,internet-content-information,communication-services,18.56999969482422,74471300.0
2025-10-31,10,4,2025,Upwork,UPWK,internet-content-information,communication-services,15.9399995803833,51365000.0
2025-11-30,11,4,2025,Upwork,UPWK,internet-content-information,communication-services,19.739999771118164,110011700.0
2025-12-31,12,4,2025,Upwork,UPWK,internet-content-information,communication-services,19.549999237060547,62250000.0
2019-06-30,6,2,2019,Fiverr,FVRR,internet-content-information,communication-services,29.700000762939453,47116100.0
2019-07-31,7,3,2019,Fiverr,FVRR,internet-content-information,communication-services,25.399999618530273,6295800.0
2019-08-31,8,3,2019,Fiverr,FVRR,internet-content-information,communication-services,23.389999389648438,4592900.0
2019-09-30,9,3,2019,Fiverr,FVRR,internet-content-information,communication-services,18.700000762939453,4161700.0
2019-10-31,10,4,2019,Fiverr,FVRR,internet-content-information,communication-services,22.610000610351562,2880300.0
2019-11-30,11,4,2019,Fiverr,FVRR,internet-content-information,communication-services,23.010000228881836,3495400.0
2019-12-31,12,4,2019,Fiverr,FVRR,internet-content-information,communication-services,23.5,5556400.0
2020-01-31,1,1,2020,Fiverr,FVRR,internet-content-information,communication-services,26.09000015258789,4520100.0
2020-02-29,2,1,2020,Fiverr,FVRR,internet-content-information,communication-services,31.479999542236328,8762100.0
2020-03-31,3,1,2020,Fiverr,FVRR,internet-content-information,communication-services,25.170000076293945,8182100.0
2020-04-30,4,2,2020,Fiverr,FVRR,internet-content-information,communication-services,39.22999954223633,11892900.0
2020-05-31,5,2,2020,Fiverr,FVRR,internet-content-information,communication-services,65.12000274658203,19713100.0
2020-06-30,6,2,2020,Fiverr,FVRR,internet-content-information,communication-services,73.81999969482422,16259700.0
2020-07-31,7,3,2020,Fiverr,FVRR,internet-content-information,communication-services,93.43000030517578,15741900.0
2020-08-31,8,3,2020,Fiverr,FVRR,internet-content-information,communication-services,120.6500015258789,19572400.0
2020-09-30,9,3,2020,Fiverr,FVRR,internet-content-information,communication-services,138.97999572753906,26838100.0
2020-10-31,10,4,2020,Fiverr,FVRR,internet-content-information,communication-services,146.4199981689453,27479300.0
2020-11-30,11,4,2020,Fiverr,FVRR,internet-content-information,communication-services,200.3300018310547,35665400.0
2020-12-31,12,4,2020,Fiverr,FVRR,internet-content-information,communication-services,195.10000610351562,21137700.0
2021-01-31,1,1,2021,Fiverr,FVRR,internet-content-information,communication-services,206.50999450683594,22697600.0
2021-02-28,2,1,2021,Fiverr,FVRR,internet-content-information,communication-services,269.9700012207031,27187300.0
2021-03-31,3,1,2021,Fiverr,FVRR,internet-content-information,communication-services,217.17999267578125,24393900.0
2021-04-30,4,2,2021,Fiverr,FVRR,internet-content-information,communication-services,208.07000732421875,10486000.0
2021-05-31,5,2,2021,Fiverr,FVRR,internet-content-information,communication-services,205.30999755859375,16345100.0
2021-06-30,6,2,2021,Fiverr,FVRR,internet-content-information,communication-services,242.49000549316406,12223900.0
2021-07-31,7,3,2021,Fiverr,FVRR,internet-content-information,communication-services,248.91000366210938,10195900.0
2021-08-31,8,3,2021,Fiverr,FVRR,internet-content-information,communication-services,179.50999450683594,23068400.0
2021-09-30,9,3,2021,Fiverr,FVRR,internet-content-information,communication-services,182.67999267578125,12772300.0
2021-10-31,10,4,2021,Fiverr,FVRR,internet-content-information,communication-services,170.35000610351562,11436900.0
2021-11-30,11,4,2021,Fiverr,FVRR,internet-content-information,communication-services,141.6199951171875,24604300.0
2021-12-31,12,4,2021,Fiverr,FVRR,internet-content-information,communication-services,113.69999694824219,21600400.0
2022-01-31,1,1,2022,Fiverr,FVRR,internet-content-information,communication-services,85.30999755859375,22898100.0
2022-02-28,2,1,2022,Fiverr,FVRR,internet-content-information,communication-services,78.91000366210938,26797600.0
2022-03-31,3,1,2022,Fiverr,FVRR,internet-content-information,communication-services,76.06999969482422,18909900.0
2022-04-30,4,2,2022,Fiverr,FVRR,internet-content-information,communication-services,53.25,15414300.0
2022-05-31,5,2,2022,Fiverr,FVRR,internet-content-information,communication-services,42.310001373291016,40368500.0
2022-06-30,6,2,2022,Fiverr,FVRR,internet-content-information,communication-services,34.38999938964844,15836500.0
2022-07-31,7,3,2022,Fiverr,FVRR,internet-content-information,communication-services,32.08000183105469,16665000.0
2022-08-31,8,3,2022,Fiverr,FVRR,internet-content-information,communication-services,34.58000183105469,22354400.0
2022-09-30,9,3,2022,Fiverr,FVRR,internet-content-information,communication-services,30.59000015258789,12327000.0
2022-10-31,10,4,2022,Fiverr,FVRR,internet-content-information,communication-services,30.950000762939453,11777900.0
2022-11-30,11,4,2022,Fiverr,FVRR,internet-content-information,communication-services,35.16999816894531,15762500.0
2022-12-31,12,4,2022,Fiverr,FVRR,internet-content-information,communication-services,29.139999389648438,10655400.0
2023-01-31,1,1,2023,Fiverr,FVRR,internet-content-information,communication-services,37.09000015258789,10591500.0
2023-02-28,2,1,2023,Fiverr,FVRR,internet-content-information,communication-services,39.61000061035156,16035300.0
2023-03-31,3,1,2023,Fiverr,FVRR,internet-content-information,communication-services,34.91999816894531,10689300.0
2023-04-30,4,2,2023,Fiverr,FVRR,internet-content-information,communication-services,36.52000045776367,9370300.0
2023-05-31,5,2,2023,Fiverr,FVRR,internet-content-information,communication-services,26.190000534057617,23131200.0
2023-06-30,6,2,2023,Fiverr,FVRR,internet-content-information,communication-services,26.010000228881836,17073900.0
2023-07-31,7,3,2023,Fiverr,FVRR,internet-content-information,communication-services,30.139999389648438,16684900.0
2023-08-31,8,3,2023,Fiverr,FVRR,internet-content-information,communication-services,28.149999618530273,15899600.0
2023-09-30,9,3,2023,Fiverr,FVRR,internet-content-information,communication-services,24.469999313354492,13947400.0
2023-10-31,10,4,2023,Fiverr,FVRR,internet-content-information,communication-services,21.170000076293945,13977800.0
2023-11-30,11,4,2023,Fiverr,FVRR,internet-content-information,communication-services,26.09000015258789,21101400.0
2023-12-31,12,4,2023,Fiverr,FVRR,internet-content-information,communication-services,27.219999313354492,15872400.0
2024-01-31,1,1,2024,Fiverr,FVRR,internet-content-information,communication-services,26.920000076293945,16396700.0
2024-02-29,2,1,2024,Fiverr,FVRR,internet-content-information,communication-services,23.600000381469727,25875800.0
2024-03-31,3,1,2024,Fiverr,FVRR,internet-content-information,communication-services,21.06999969482422,16257600.0
2024-04-30,4,2,2024,Fiverr,FVRR,internet-content-information,communication-services,20.510000228881836,20932900.0
2024-05-31,5,2,2024,Fiverr,FVRR,internet-content-information,communication-services,25.229999542236328,23470400.0
2024-06-30,6,2,2024,Fiverr,FVRR,internet-content-information,communication-services,23.43000030517578,13462000.0
2024-07-31,7,3,2024,Fiverr,FVRR,internet-content-information,communication-services,26.110000610351562,19359700.0
2024-08-31,8,3,2024,Fiverr,FVRR,internet-content-information,communication-services,24.8700008392334,16494400.0
2024-09-30,9,3,2024,Fiverr,FVRR,internet-content-information,communication-services,25.8700008392334,8078200.0
2024-10-31,10,4,2024,Fiverr,FVRR,internet-content-information,communication-services,29.260000228881836,19174700.0
2024-11-30,11,4,2024,Fiverr,FVRR,internet-content-information,communication-services,32.61000061035156,15830600.0
2024-12-31,12,4,2024,Fiverr,FVRR,internet-content-information,communication-services,31.729999542236328,11813300.0
2025-01-31,1,1,2025,Fiverr,FVRR,internet-content-information,communication-services,30.8700008392334,15639500.0
2025-02-28,2,1,2025,Fiverr,FVRR,internet-content-information,communication-services,26.889999389648438,17231100.0
2025-03-31,3,1,2025,Fiverr,FVRR,internet-content-information,communication-services,23.68000030517578,12249300.0
2025-04-30,4,2,2025,Fiverr,FVRR,internet-content-information,communication-services,25.450000762939453,10763400.0
2025-05-31,5,2,2025,Fiverr,FVRR,internet-content-information,communication-services,32.41999816894531,13677400.0
2025-06-30,6,2,2025,Fiverr,FVRR,internet-content-information,communication-services,29.329999923706055,9596900.0
2025-07-31,7,3,2025,Fiverr,FVRR,internet-content-information,communication-services,22.079999923706055,20361600.0
2025-08-31,8,3,2025,Fiverr,FVRR,internet-content-information,communication-services,23.549999237060547,20707600.0
2025-09-30,9,3,2025,Fiverr,FVRR,internet-content-information,communication-services,24.40999984741211,16038400.0
2025-10-31,10,4,2025,Fiverr,FVRR,internet-content-information,communication-services,22.639999389648438,14535200.0
2025-11-30,11,4,2025,Fiverr,FVRR,internet-content-information,communication-services,20.93000030517578,16187700.0
2025-12-31,12,4,2025,Fiverr,FVRR,internet-content-information,communication-services,19.709999084472656,15714400.0
2019-05-31,5,2,2019,Uber,UBER,software-application,technology,40.40999984741211,552988400.0
2019-06-30,6,2,2019,Uber,UBER,software-application,technology,46.380001068115234,249869200.0
2019-07-31,7,3,2019,Uber,UBER,software-application,technology,42.13999938964844,154674400.0
2019-08-31,8,3,2019,Uber,UBER,software-application,technology,32.56999969482422,276537200.0
2019-09-30,9,3,2019,Uber,UBER,software-application,technology,30.469999313354492,173402700.0
2019-10-31,10,4,2019,Uber,UBER,software-application,technology,31.5,213119100.0
2019-11-30,11,4,2019,Uber,UBER,software-application,technology,29.600000381469727,826538900.0
2019-12-31,12,4,2019,Uber,UBER,software-application,technology,29.739999771118164,616988800.0
2020-01-31,1,1,2020,Uber,UBER,software-application,technology,36.290000915527344,531749800.0
2020-02-29,2,1,2020,Uber,UBER,software-application,technology,33.869998931884766,776946900.0
2020-03-31,3,1,2020,Uber,UBER,software-application,technology,27.920000076293945,1095827100.0
2020-04-30,4,2,2020,Uber,UBER,software-application,technology,30.270000457763672,622160700.0
2020-05-31,5,2,2020,Uber,UBER,software-application,technology,36.31999969482422,735614700.0
2020-06-30,6,2,2020,Uber,UBER,software-application,technology,31.079999923706055,544845500.0
2020-07-31,7,3,2020,Uber,UBER,software-application,technology,30.260000228881836,391720600.0
2020-08-31,8,3,2020,Uber,UBER,software-application,technology,33.630001068115234,490648300.0
2020-09-30,9,3,2020,Uber,UBER,software-application,technology,36.47999954223633,502755600.0
2020-10-31,10,4,2020,Uber,UBER,software-application,technology,33.40999984741211,350013800.0
2020-11-30,11,4,2020,Uber,UBER,software-application,technology,49.65999984741211,539055400.0
2020-12-31,12,4,2020,Uber,UBER,software-application,technology,51.0,421650600.0
2021-01-31,1,1,2021,Uber,UBER,software-application,technology,50.93000030517578,481529200.0
2021-02-28,2,1,2021,Uber,UBER,software-application,technology,51.75,412660500.0
2021-03-31,3,1,2021,Uber,UBER,software-application,technology,54.5099983215332,407985900.0
2021-04-30,4,2,2021,Uber,UBER,software-application,technology,54.77000045776367,347744800.0
2021-05-31,5,2,2021,Uber,UBER,software-application,technology,50.83000183105469,552187700.0
2021-06-30,6,2,2021,Uber,UBER,software-application,technology,50.119998931884766,388205700.0
2021-07-31,7,3,2021,Uber,UBER,software-application,technology,43.459999084472656,387287500.0
2021-08-31,8,3,2021,Uber,UBER,software-application,technology,39.13999938964844,572478200.0
2021-09-30,9,3,2021,Uber,UBER,software-application,technology,44.79999923706055,619980500.0
2021-10-31,10,4,2021,Uber,UBER,software-application,technology,43.81999969482422,389229300.0
2021-11-30,11,4,2021,Uber,UBER,software-application,technology,38.0,639972800.0
2021-12-31,12,4,2021,Uber,UBER,software-application,technology,41.93000030517578,685493900.0
2022-01-31,1,1,2022,Uber,UBER,software-application,technology,37.400001525878906,578000400.0
2022-02-28,2,1,2022,Uber,UBER,software-application,technology,36.029998779296875,739852500.0
2022-03-31,3,1,2022,Uber,UBER,software-application,technology,35.68000030517578,789743600.0
2022-04-30,4,2,2022,Uber,UBER,software-application,technology,31.479999542236328,497782500.0
2022-05-31,5,2,2022,Uber,UBER,software-application,technology,23.200000762939453,969529700.0
2022-06-30,6,2,2022,Uber,UBER,software-application,technology,20.459999084472656,701868200.0
2022-07-31,7,3,2022,Uber,UBER,software-application,technology,23.450000762939453,469783800.0
2022-08-31,8,3,2022,Uber,UBER,software-application,technology,28.760000228881836,715870700.0
2022-09-30,9,3,2022,Uber,UBER,software-application,technology,26.5,560016400.0
2022-10-31,10,4,2022,Uber,UBER,software-application,technology,26.56999969482422,546880300.0
2022-11-30,11,4,2022,Uber,UBER,software-application,technology,29.139999389648438,545288600.0
2022-12-31,12,4,2022,Uber,UBER,software-application,technology,24.729999542236328,416461600.0
2023-01-31,1,1,2023,Uber,UBER,software-application,technology,30.93000030517578,369525000.0
2023-02-28,2,1,2023,Uber,UBER,software-application,technology,33.2599983215332,656098400.0
2023-03-31,3,1,2023,Uber,UBER,software-application,technology,31.700000762939453,483453300.0
2023-04-30,4,2,2023,Uber,UBER,software-application,technology,31.049999237060547,362771500.0
2023-05-31,5,2,2023,Uber,UBER,software-application,technology,37.93000030517578,659846900.0
2023-06-30,6,2,2023,Uber,UBER,software-application,technology,43.16999816894531,482542000.0
2023-07-31,7,3,2023,Uber,UBER,software-application,technology,49.459999084472656,420496600.0
2023-08-31,8,3,2023,Uber,UBER,software-application,technology,47.22999954223633,483789400.0
2023-09-30,9,3,2023,Uber,UBER,software-application,technology,45.9900016784668,330526800.0
2023-10-31,10,4,2023,Uber,UBER,software-application,technology,43.279998779296875,359724200.0
2023-11-30,11,4,2023,Uber,UBER,software-application,technology,56.380001068115234,569500800.0
2023-12-31,12,4,2023,Uber,UBER,software-application,technology,61.56999969482422,949223400.0
2024-01-31,1,1,2024,Uber,UBER,software-application,technology,65.2699966430664,459856800.0
2024-02-29,2,1,2024,Uber,UBER,software-application,technology,79.5,487884800.0
2024-03-31,3,1,2024,Uber,UBER,software-application,technology,76.98999786376953,290542100.0
2024-04-30,4,2,2024,Uber,UBER,software-application,technology,66.2699966430664,401348200.0
2024-05-31,5,2,2024,Uber,UBER,software-application,technology,64.55999755859375,472706300.0
2024-06-30,6,2,2024,Uber,UBER,software-application,technology,72.68000030517578,300287700.0
2024-07-31,7,3,2024,Uber,UBER,software-application,technology,64.47000122070312,337659300.0
2024-08-31,8,3,2024,Uber,UBER,software-application,technology,73.12999725341797,367757900.0
2024-09-30,9,3,2024,Uber,UBER,software-application,technology,75.16000366210938,277673300.0
2024-10-31,10,4,2024,Uber,UBER,software-application,technology,72.05000305175781,408881300.0
2024-11-30,11,4,2024,Uber,UBER,software-application,technology,71.95999908447266,406274100.0
2024-12-31,12,4,2024,Uber,UBER,software-application,technology,60.31999969482422,627574500.0
2025-01-31,1,1,2025,Uber,UBER,software-application,technology,66.8499984741211,504364000.0
2025-02-28,2,1,2025,Uber,UBER,software-application,technology,76.01000213623047,570995200.0
2025-03-31,3,1,2025,Uber,UBER,software-application,technology,72.86000061035156,365749900.0
2025-04-30,4,2,2025,Uber,UBER,software-application,technology,81.01000213623047,425247000.0
2025-05-31,5,2,2025,Uber,UBER,software-application,technology,84.16000366210938,536350800.0
2025-06-30,6,2,2025,Uber,UBER,software-application,technology,93.30000305175781,442350500.0
2025-07-31,7,3,2025,Uber,UBER,software-application,technology,87.75,363751200.0
2025-08-31,8,3,2025,Uber,UBER,software-application,technology,93.75,380136500.0
2025-09-30,9,3,2025,Uber,UBER,software-application,technology,97.97000122070312,391815700.0
2025-10-31,10,4,2025,Uber,UBER,software-application,technology,96.5,321712500.0
2025-11-30,11,4,2025,Uber,UBER,software-application,technology,87.54000091552734,405033600.0
2025-12-31,12,4,2025,Uber,UBER,software-application,technology,82.12000274658203,403827700.0
2019-03-31,3,1,2019,Lyft,LYFT,software-application,technology,78.29000091552734,71485200.0
2019-04-30,4,2,2019,Lyft,LYFT,software-application,technology,59.79999923706055,256498700.0
2019-05-31,5,2,2019,Lyft,LYFT,software-application,technology,57.619998931884766,157815500.0
2019-06-30,6,2,2019,Lyft,LYFT,software-application,technology,65.70999908447266,68396100.0
2019-07-31,7,3,2019,Lyft,LYFT,software-application,technology,60.869998931884766,53648900.0
2019-08-31,8,3,2019,Lyft,LYFT,software-application,technology,48.970001220703125,155232000.0
2019-09-30,9,3,2019,Lyft,LYFT,software-application,technology,40.84000015258789,163801800.0
2019-10-31,10,4,2019,Lyft,LYFT,software-application,technology,41.439998626708984,145703900.0
2019-11-30,11,4,2019,Lyft,LYFT,software-application,technology,48.97999954223633,127733000.0
2019-12-31,12,4,2019,Lyft,LYFT,software-application,technology,43.02000045776367,120934300.0
2020-01-31,1,1,2020,Lyft,LYFT,software-application,technology,47.47999954223633,92893500.0
2020-02-29,2,1,2020,Lyft,LYFT,software-application,technology,38.119998931884766,234226500.0
2020-03-31,3,1,2020,Lyft,LYFT,software-application,technology,26.850000381469727,281440900.0
2020-04-30,4,2,2020,Lyft,LYFT,software-application,technology,32.83000183105469,160291200.0
2020-05-31,5,2,2020,Lyft,LYFT,software-application,technology,31.260000228881836,228922400.0
2020-06-30,6,2,2020,Lyft,LYFT,software-application,technology,33.0099983215332,219548900.0
2020-07-31,7,3,2020,Lyft,LYFT,software-application,technology,29.229999542236328,149145100.0
2020-08-31,8,3,2020,Lyft,LYFT,software-application,technology,29.670000076293945,235452300.0
2020-09-30,9,3,2020,Lyft,LYFT,software-application,technology,27.549999237060547,179249400.0
2020-10-31,10,4,2020,Lyft,LYFT,software-application,technology,22.829999923706055,206928600.0
2020-11-30,11,4,2020,Lyft,LYFT,software-application,technology,38.16999816894531,311705800.0
2020-12-31,12,4,2020,Lyft,LYFT,software-application,technology,49.130001068115234,158687500.0
2021-01-31,1,1,2021,Lyft,LYFT,software-application,technology,44.459999084472656,119643700.0
2021-02-28,2,1,2021,Lyft,LYFT,software-application,technology,55.70000076293945,146116500.0
2021-03-31,3,1,2021,Lyft,LYFT,software-application,technology,63.18000030517578,167319900.0
2021-04-30,4,2,2021,Lyft,LYFT,software-application,technology,55.65999984741211,140362300.0
2021-05-31,5,2,2021,Lyft,LYFT,software-application,technology,57.09000015258789,190928000.0
2021-06-30,6,2,2021,Lyft,LYFT,software-application,technology,60.47999954223633,107701600.0
2021-07-31,7,3,2021,Lyft,LYFT,software-application,technology,55.31999969482422,88722800.0
2021-08-31,8,3,2021,Lyft,LYFT,software-application,technology,47.61000061035156,137073500.0
2021-09-30,9,3,2021,Lyft,LYFT,software-application,technology,53.59000015258789,89340600.0
2021-10-31,10,4,2021,Lyft,LYFT,software-application,technology,45.869998931884766,83092800.0
2021-11-30,11,4,2021,Lyft,LYFT,software-application,technology,40.61000061035156,157244000.0
2021-12-31,12,4,2021,Lyft,LYFT,software-application,technology,42.72999954223633,135789800.0
2022-01-31,1,1,2022,Lyft,LYFT,software-application,technology,38.52000045776367,127258700.0
2022-02-28,2,1,2022,Lyft,LYFT,software-application,technology,38.939998626708984,171429500.0
2022-03-31,3,1,2022,Lyft,LYFT,software-application,technology,38.400001525878906,126123000.0
2022-04-30,4,2,2022,Lyft,LYFT,software-application,technology,32.599998474121094,91217500.0
2022-05-31,5,2,2022,Lyft,LYFT,software-application,technology,17.68000030517578,456606400.0
2022-06-30,6,2,2022,Lyft,LYFT,software-application,technology,13.279999732971191,229780200.0
2022-07-31,7,3,2022,Lyft,LYFT,software-application,technology,13.859999656677246,250681300.0
2022-08-31,8,3,2022,Lyft,LYFT,software-application,technology,14.729999542236328,347276500.0
2022-09-30,9,3,2022,Lyft,LYFT,software-application,technology,13.170000076293945,321441900.0
2022-10-31,10,4,2022,Lyft,LYFT,software-application,technology,14.640000343322754,286823600.0
2022-11-30,11,4,2022,Lyft,LYFT,software-application,technology,11.220000267028809,432563000.0
2022-12-31,12,4,2022,Lyft,LYFT,software-application,technology,11.020000457763672,262504300.0
2023-01-31,1,1,2023,Lyft,LYFT,software-application,technology,16.25,274948900.0
