Ticker,Company,Industrykey,Category,Avg_EPS_Change_4Q_mean,Avg_NIL_Change_4Q_mean,NetWorth_Change_mean,NetWorth_Volatility_2Q_max,Volume_accum_max,MarketCap_max,MarketCap_min,Volume_Change_std,EPS_Volatility_2Q_max,Return_mean,Volatility_2Q_max,Return_skew
AFL,Aflac,insurance-life,sp500,0.26421651447714484,1.3598829410289286,0.28937178719758366,-0.2148737221192785,0.16994525221264667,-0.024639013025535342,1.2412031152767316,0.4050464695999213,-0.29046484536208556,0.23459014460555297,-0.4301765970400164,-1.4631434505109917
AIG,American International Group,insurance-diversified,sp500,-59.06580742174958,-73.8871176446521,-0.09163413198951016,-0.24456588049040767,0.6422476233980579,0.12786094976011175,1.1231788949647323,1.3243789310031766,13.782139908158525,0.7602281070459433,1.0009683762265627,-1.2590161597365015
AIZ,Assurant,insurance-property-casualty,sp500,0.04661475374350808,-0.040890902728949914,-0.3519774230767408,-0.28044368972015843,-0.46260999278853654,-0.5239235980216156,-0.12428581321140503,-0.37468507146532226,-0.2246885431885097,-1.2447199271337126,-0.9914978676792068,-0.2293692160216806
AJG,Arthur J. Gallagher & Co.,insurance-brokers,sp500,-0.6762807931610255,-0.6351947328049122,-24.30008120177773,4.2357021567295075,-0.37192974100132653,-0.15321298946625325,0.7149241819923873,0.3009920835008418,-0.3830225714570694,0.9957097357223234,-0.6677048853290709,-1.0418908880300717
AKAM,Akamai Technologies,software-infrastructure,sp500,0.009991910102392395,-0.048746606610964166,0.26834760701824756,-0.25194338670018523,-0.27303284673473355,-0.36948853240056206,0.26344365761849553,0.15219394161901376,-0.3136328554477156,-1.3806794237559414,-0.9707126317467096,-0.6621158996643459
ALB,Albemarle Corporation,specialty-chemicals,sp500,0.9253770177045277,0.7505713476224701,1.3048875410028435,-0.021892204068563795,-0.30936730747878405,-0.29159793422137403,0.1530241756726536,-0.49255781854349956,-0.08099098569422165,3.1473189659282346,0.4545159617119279,1.1498560437796097
ALGN,Align Technology,medical-instruments-supplies,sp500,0.5570514164032112,0.40561987507844,2.7825826235174396,0.38572496969210196,-0.3869856133840425,0.009044469109945047,0.43492420534180065,1.150192946174122,-0.2390824163341556,-0.46050219137266524,1.46748143514992,0.8258947497362261
ALL,Allstate,insurance-property-casualty,sp500,0.2708606360897128,0.08325794739681075,-0.06070309399577987,-0.22228756054533721,-0.23036848871193452,-0.0638893222234245,1.43746876258286,-0.17086692153359126,-0.16920963802481573,-0.49935642453116874,-0.9366157332686874,-0.14774938027753717
AMAT,Applied Materials,semiconductor-equipment-materials,sp500,0.347724778789037,0.24559440634294155,0.8270106906208456,-0.18735903676944304,0.7089055341201936,1.2337246746825723,3.653750695592058,0.48511702166869597,-0.3237038535352051,1.2986762014298336,0.1326775304928431,0.7156520742827016
AMD,Advanced Micro Devices,semiconductors,sp500,1.3390070242286396,0.7513255380823236,1.9574899760117614,-0.08506655090506171,10.369829319692231,1.485493549448413,3.9720232523133676,0.7254197501232102,-0.0664050202833535,0.6193559808205088,0.36661410812431083,0.9342668662287872
AME,Ametek,specialty-industrial-machinery,sp500,-0.181940901849603,-0.21300717639635908,0.5771166718432382,-0.22945518611154406,-0.2589996256825962,-0.19863104420662608,1.0453585386884288,2.672493260246963,-0.3194335792728258,0.11392618295601546,-0.04858788969130003,-0.6606518443958034
AMGN,Amgen,drug-manufacturers-general,sp500,-0.0930881916610447,0.4518409307135668,-0.654265606696172,-0.28340848175774924,-0.08669062719394335,1.3682477420223715,6.466293802315538,0.30328208528869777,-0.3239578588894268,-0.7887779870716172,-0.4406062324701304,-0.09779091241426249
AMP,Ameriprise Financial,asset-management,sp500,-0.2308266325393302,-0.2645303603346719,-0.3698078149270173,-0.3121966185765762,-0.3777724505522117,-0.13250149770763814,0.9650004701808862,-0.07660372617185471,-0.29858933494253614,1.5959379135036766,1.13184887355422,-0.6180505627586895
AMT,American Tower,reit-specialty,sp500,-0.014599185434064011,0.9890860050933463,-97.67592787846431,15.922229488704867,-0.18415164635714268,0.907202332096191,4.408025120118319,0.4007608412025896,-0.32067085915515187,-1.407733303004063,-0.961465526889443,0.5204828880321094
AMZN,Amazon,internet-retail,sp500,-0.19393294565298352,0.10423276842728117,3.085516555883631,0.3088126339691108,13.983447296471176,8.094012404715333,4.126193800553413,0.47482126034035244,-0.247844161386089,-1.1965346261139216,-0.42247449490807776,0.2753784251091179
ANET,Arista Networks,computer-hardware,sp500,-2.3429650615340742,-1.8643392473154925,0.9302685978938005,-0.15510869440016153,1.303422932921542,-0.5147712459457751,-0.46556723417405743,-1.0099203674931583,-0.2857404031350037,2.287394674977584,0.6671381363719466,1.5372090373880185
AON,Aon plc,insurance-brokers,sp500,-0.486333370595165,-0.48939255591986014,-2.186447057621045,0.012675731517532731,-0.2465373636038511,0.49069051676176484,2.395242006026115,2.965422655438769,-0.11847675458737299,-0.02346844988603332,-0.5489327116663245,-1.4595563392585913
AOS,A. O. Smith,specialty-industrial-machinery,sp500,0.21567019733950407,0.14710351097653024,-0.8384086555075683,-0.24731014315670793,-0.21311982865589896,-0.5246860216444252,-0.04239305464434857,0.3648880397771906,-0.2924567292479985,-0.03753960374307731,0.4584749356866503,0.4746093586514366
APA,APA Corporation,oil-gas-e-p,sp500,-1.814812020449716,-0.09945992347806386,-0.36734287613537886,0.015037825376419612,1.1696992024796686,-0.4640861027711236,-0.2225802233376925,-0.026539800356850184,0.2135285080548305,8.284030696987331,8.86122280110403,2.810425990314182
APD,Air Products,specialty-chemicals,sp500,0.40910805246849696,0.29978383879595627,0.0011145180957521255,-0.267375636999305,-0.34091669893934734,0.21054941767392735,2.554010535026756,0.7372765656318989,-0.250597781330836,-0.006133854112190439,-0.5796948260176596,0.8795651153064131
APH,Amphenol,electronic-components,sp500,-0.03525236240960171,-0.05086509230328265,-0.8518283314403292,0.038900827081627294,0.5146571435520497,-0.33230738144575883,0.009492374717518362,1.7319771431566215,-0.3098778445123417,0.23292793440573106,0.38049502766764204,-0.8817146973399641
APO,Apollo Global Management,asset-management,sp500,-0.8117310422165744,-0.7585833879994461,-0.49998365064615263,-0.33535236972557864,-0.11969892445049028,-0.4369695573616489,0.2584085135789286,2.7131866436889003,-0.3702482153655787,0.7306499345855686,0.8933983201372724,0.9306556470145404
APTV,Aptiv,auto-parts,sp500,-0.24282095534983184,-0.273449070698587,1.9034648315219023,0.18886791975025813,-0.13569329755624487,-0.11103102346249051,0.9013833750701381,2.9876914711287004,-0.28300320014600905,0.011957279783300795,1.8453017159811325,0.25512224359686875
ARE,Alexandria Real Estate Equities,reit-office,sp500,16.60665912243529,10.581021787622904,1.6087300744179498,-0.12155673673957938,-0.39081225153744215,-0.3149542835985108,0.3227886689133733,-0.12651542939613486,4.4730705508125475,-1.2807382782270171,-0.6844052203385692,-0.7095132310398926
ATO,Atmos Energy,utilities-regulated-gas,sp500,-0.23807830404107422,-0.08196547670927488,0.6334336795010889,-0.1930747302039479,-0.39231544712686783,-0.4631067942614929,0.0038664222837023372,-0.32690722147547946,-0.3019920384398786,-1.1618409080140002,-0.9087285005664986,1.3250985655725385
AVB,AvalonBay Communities,reit-residential,sp500,0.5452317962695418,0.04543362851527659,-0.44077547246413923,-0.3180631782643034,-0.37839693663974566,-0.1973704367515411,0.5452160692992727,0.991056703937557,-0.16469660070820016,-1.662183495494745,-0.629115535632836,-1.085541458655336
AVGO,Broadcom,semiconductors,sp500,1.505691716937845,-0.16718358451763776,-0.6244971410298665,-0.302809699297949,4.7683977194397,-0.2976511348086156,0.4243136814719989,0.8713254398134344,0.005694790591182361,1.3674314930795546,0.16856707682044134,0.05357430469277174
AVY,Avery Dennison,packaging-containers,sp500,-12.264002936769966,-10.450123211539601,0.4842406345633725,-0.17580109212264025,-0.4408291581695683,-0.4582600705327319,0.1867530245015222,0.5277356568020214,2.7618710794948442,0.015695862361134173,-0.5539692798168425,-1.012067566657307
AWK,American Water Works,utilities-regulated-water,sp500,0.3553136613470349,1.2553626926056711,0.031076645617932795,-0.2486090512920689,-0.32421103175091226,-0.23824226189955852,0.9215450119578312,1.0776230613764812,-0.28093105542698693,-0.5288414474816412,-0.8212849402075247,-0.2649018749092024
AXON,Axon Enterprise,aerospace-defense,sp500,-23.536407674903504,-13.707187040080605,1.622493263866129,0.0740976877458597,-0.3260406431180064,-0.5440369633593084,-0.13621751012141112,0.893038775923985,5.08209381825588,2.1093543233022056,0.1130047983078343,-0.01669229686633741
AXP,American Express,credit-services,sp500,0.6401336383171244,0.6195067404051298,1.4632348807759983,0.09320410903792581,0.48074799189689,1.6485949064196952,5.154804619078689,2.6359954970516237,-0.18868217553877573,-0.3366779495732117,-0.36736963493910013,-1.6716568761832078
AZO,AutoZone,auto-parts,sp500,-0.04640566363024383,-0.0827934794257278,0.945020093071618,0.06615586623275262,-0.48300499977070066,0.0897169167485697,1.3393070651566146,-0.3295397283825132,-0.3366303005476875,1.2793597225892734,0.31333378252815175,-0.9905530794755761
BA,Boeing,aerospace-defense,sp500,19.44213740133564,16.70252040827361,-0.6472744723529212,0.27025067650574747,5.962348684114473,1.6721903133531675,5.039210099239948,7.362946199995549,14.63857149609546,-1.6436374501622752,0.8195527251607007,0.5293878501451673
BAC,Bank of America,banks-diversified,sp500,0.07604539218777304,-0.004002769100465779,4.368306019316687,0.891196025429377,11.991810578027666,4.617464118887276,15.145168314025794,1.5490414759157676,-0.31343795981314654,-0.8207026687131157,0.2576640722135293,-1.1290683116375897
BALL,Ball Corporation,packaging-containers,sp500,1.1975308052125162,8.913624794855794,-0.3824588198275487,-0.25696333947992045,-0.1909426003856237,-0.23108955989964067,0.395540970780848,-0.37379484422334847,-0.0942653449131049,-1.8031640404278275,-0.6149531127534872,-1.0517552774465975
BAX,Baxter International,medical-instruments-supplies,sp500,-0.20431358865655438,-0.10505769112045493,-0.4563141731671085,-0.19191039095830376,-0.06218021260513697,-0.057044429791866524,0.87256227651311,0.19812996158305804,-0.32636564260255874,-2.865041970739932,-1.2849594957928319,-0.41134254311172413
BBY,Best Buy,specialty-retail,sp500,0.5957233448973174,0.4943465076511765,0.014248501475342663,-0.08733826264114067,-0.12929430819972665,-0.2994266174785326,0.29052355884166564,-0.4050969182678427,-0.19188695626326008,-0.5045863713953269,1.2302020376199803,1.073577209741603
BDX,Becton Dickinson,medical-instruments-supplies,sp500,-0.23623526409890083,-0.7473740338180018,0.3478318875209656,0.010109932482014567,-0.15239527097590694,0.21749745210081559,2.13314036247264,1.0046884750639864,-0.22144496084513213,-1.4547167339372582,-1.028462907178309,-0.22900385878499388
BEN,Franklin Resources,asset-management,sp500,0.36007577827299236,0.18848827584592068,-0.23063827390742464,-0.2753006455864193,0.18899340657623578,-0.5009981947255816,0.06922508465637765,0.3026691151862817,0.018136471464564347,-0.3811509817582832,0.2454587337581448,-0.6034989944172712
BG,Bunge Global,farm-products,sp500,-0.9681012910060409,-0.9006999672270589,-0.49998365064615263,-0.33535236972557864,-0.32173744678716953,-0.6313165458781934,-0.25689894944677566,1.9955944381541681,-0.44976308718873204,1.2019447988654497,-0.5666143338296612,0.09325403396884538
BIIB,Biogen,drug-manufacturers-general,sp500,-0.21949661982204666,-0.24048115850474555,-0.8076699834394527,-0.23307958083176875,-0.175913301878973,0.3309961435329491,1.8567964311794671,1.7426081663107313,-0.29599525497272977,-1.327598548615255,-0.3938578440452719,1.0322675111642297
BK,BNY Mellon,banks-diversified,sp500,-0.045460057850115934,-0.07660976803968997,-6.612757770512202,0.7100558652788491,0.3900407233356803,-0.04936087507240689,1.616704425550021,1.5437158753240838,-0.3096070773547904,-1.0406579620409029,-0.1726190253256763,-0.6757027007618644
BKNG,Booking Holdings,travel-services,sp500,4.111934256934888,-3.760957432835744,-0.9877850357789283,-0.1684136291768409,1.6146942586204032,-0.6266762873528257,-0.3521342968517063,1.9284583092964451,1.055524849442854,-0.9690544316396281,-0.017175027792053474,-0.6095389717433527
BKR,Baker Hughes,oil-gas-equipment-services,sp500,-11.410232640400665,-14.724448563038555,-1.2011633937245125,-0.18733657108023202,1.028425390949716,-0.6886120397380739,-0.5430329308142917,1.3954396220921015,2.166655719440477,1.660891185784504,1.8709992762064545,-0.08530332683382245
BLK,BlackRock,asset-management,sp500,-0.9681012910060409,-0.9006999672270589,-0.49998365064615263,-0.33535236972557864,-0.3843831451213833,-0.01565154988801713,3.933216061162758,2.824263181545815,-0.44976308718873204,0.29922305152314216,-0.5129822956553778,0.3554340378134427
BMY,Bristol Myers Squibb,drug-manufacturers-general,sp500,-0.457742105619364,-0.721924013344616,-1.594826003723857,1.3944482269632525,1.4508920007581794,1.5711134846628747,4.297459377226242,-1.0720952467658071,-0.038174779860073164,-0.7674095617543103,-0.4585816536772323,-0.03402936836875955
BR,Broadridge Financial Solutions,information-technology-services,sp500,0.5712132700104274,3.472492960665623,6.776675297790068,2.2922944683431776,-0.37679896089235376,-0.42277954531757794,0.31390341374834785,1.2358264174363227,-0.26621329845836667,-0.7651497221664156,0.10905347113286011,0.8664911688652633
BRO,Brown & Brown,insurance-brokers,sp500,-0.2864011519238811,0.23255137459973826,4.914406455642131,0.8633138791551049,-0.19063434342326652,-0.3708921669610794,-0.5419375706018117,3.713722572529594,-0.33911978796805026,-0.04097481026741614,-1.0244776874575763,0.13804682134760457
BSX,Boston Scientific,medical-devices,sp500,-7.113375676919617,-0.1545686045044098,0.5476227675954827,-0.10110153866510273,1.013288468245001,0.34138749520102846,2.3799761120054175,1.5419554924976748,0.7963684473372171,-1.1782014183141514,-0.5012087173249262,-1.5467083947604694
BX,Blackstone Inc.,asset-management,sp500,0.19102631689621713,0.08507065846315008,0.6342910279948945,-0.08457599733420398,0.4879313534952682,0.5983414432782105,1.6115115538286406,2.782850949938243,0.09850551207237203,0.3775428776109637,-0.3598686294935283,-0.1378936530535121
BXP,"BXP, Inc.",reit-office,sp500,-0.09736610403468177,-0.1646833366295219,-0.5396781576246368,-0.3145910068863813,-0.34706456516704876,-0.42572976340751245,-0.029791925108113303,1.3872104637232063,-0.27239845579544636,-2.8474180468722285,-0.3669231975814415,-0.6482800595699563
C,Citigroup,banks-diversified,sp500,-0.47012674472591887,-0.4640715268825591,-0.7595807069893259,-0.2546011315309683,2.8569241984326332,1.4109923048916408,4.411575544359229,1.500650798779878,-0.257823068797895,-1.9882869681685946,0.5644888421317925,0.36631549350190495
CAG,Conagra Brands,packaged-foods,sp500,0.041186363085858615,0.8108119201381396,1.8385352206616183,0.17209233457942252,0.16438599733979115,-0.4518937195821019,0.1320235067301693,-0.6075600657203701,-0.2851296749334392,-0.6969250627191811,-0.6617681031010171,1.327362585850904
CAH,Cardinal Health,medical-distribution,sp500,-8.079629001391218,-6.807335134183529,-0.45065133962380177,-0.29154138156682335,-0.15773588485445605,-0.4259554715450201,0.29003812660052847,-0.24890778006448414,1.0968069532487195,0.4197705886790834,-0.6236920163308158,0.4729544775420036
CARR,Carrier Global,building-products-equipment,sp500,1.6693958885029472,2.7139375431090644,-1.9363440794126432,-0.05546110647076877,0.1356729242512615,-0.07213980269035766,1.4748424195073533,-0.3179586517859343,-0.1843502138035263,-0.6434534053418419,-1.115743422688611,-1.1843711615956027
CASY,Casey's,specialty-retail,sp500,-0.1429878021710335,0.11689617127144251,0.4267342091946179,-0.24476509550009284,-0.4691914560940363,-0.5617902212584245,-0.15802663978902753,-0.7963763724696703,-0.32902459296101466,-0.14035282158716217,-0.7766753528952758,-0.030726339581149915
CAT,Caterpillar Inc.,farm-heavy-construction-machinery,sp500,0.32798438617847825,0.49323854571343606,-0.16248466150278904,-0.29729911722733493,0.1715343700013501,1.2032401599643394,5.195578244157583,1.5153778294963907,-0.27507740732521446,0.9440541879257582,0.04198335293725312,0.8123949817443141
CB,Chubb Limited,insurance-property-casualty,sp500,-4.4282331218333875,-3.8323455857495796,-0.1328081995334601,-0.28405501251032417,-0.1813175424747811,0.8111659298024769,3.3076738492675397,1.0218357535589015,0.8740975829714623,0.21769631802937103,-0.40416749927930723,-0.22337933423242604
CBOE,Cboe Global Markets,financial-data-stock-exchanges,sp500,-0.23941980553423148,-9.069320204859245,-0.2804935722810861,-0.29605916203554894,-0.38372499879083327,-0.4966177996108461,0.030324470512627467,0.6235918105651884,-0.3293265945412048,-1.0131588405479217,-0.8041667026069782,-1.338969101523398
CBRE,CBRE Group,real-estate-services,sp500,0.5725768782054156,0.44613659368199254,0.9297516590351589,-0.2056954494118375,-0.22880018712614889,-0.18474531729420593,0.6964187931905867,0.3933587730218924,-0.25618378745612386,0.000504147118557196,0.17575750605367169,-0.9020368285819261
CCI,Crown Castle,reit-specialty,sp500,0.9949699813811093,1.206719157236464,-1.3642280478436135,-0.26996739469884845,-0.1684783742538435,0.3754433255922979,2.2860184755162405,-0.08384058073996935,0.0426448638645533,-1.165360393681955,-0.7394133355448058,0.9439731493023371
CCL,Carnival,travel-services,sp500,1.066329149863597,0.8431214553734964,0.19735448852637766,-0.15889648553601557,5.152326894178302,-0.3273410328408508,-0.17695684848637466,20.46393197187911,0.03149647751053878,-4.043262515585978,1.5732893641031303,-1.0094772347621723
CDNS,Cadence Design Systems,software-application,sp500,0.11177702309090747,0.1854635927616366,0.8298790587937788,-0.15026308039153302,-0.2255865197139883,0.05011656623529415,1.6556785185667482,-0.00046024219462277474,-0.2931139373663946,1.6464483910335537,-0.11351589613571944,1.7022088446752663
CDW,CDW Corporation,information-technology-services,sp500,0.05283390010481413,-0.005835875553140762,0.9321067347654223,-0.12323579878963462,-0.33320407430933574,-0.2959696143322006,0.5542880117563175,0.027611118836950076,-0.3063082605373675,-0.17638397617599613,0.21506717157423447,-1.185116153128497
CF,CF Industries,agricultural-inputs,sp500,0.8762920158142692,0.0896096040504087,-0.5443548124798475,-0.3154918674502176,0.054015389184081226,-0.35580929379220105,-0.0721265342328836,0.7699749323390743,-0.16845766254257022,1.6179476612065917,0.3245272009395201,-0.9862359847939905
CFG,Citizens Financial Group,banks-regional,sp500,4.9489965838149805,1.8677039275647653,-0.2519028372705058,-0.3011648711760163,0.3850133888820647,-0.4231423647343949,0.1715270731220739,2.8858729653551918,0.8674176572512506,0.10621930769397424,1.2697599348697926,-0.8880443696666593
CHD,Church & Dwight,household-personal-products,sp500,-0.19800217073540954,0.3682763116031386,0.20225533101137666,0.01390398638957407,-0.257285610676386,-0.30785090089091066,-0.5430317173041516,-0.1355019112872881,-0.3319276158038821,-0.6512721407711044,-0.6082640089032494,0.5194135984536635
CHRW,C.H. Robinson,integrated-freight-logistics,sp500,0.24110027222356387,1.386043957846954,-0.7554429499825475,0.5319089488922625,-0.26741158615105903,-0.4726168520045981,0.13216573452676905,0.5988203293833748,-0.2516135266665302,-0.51529858733172,-0.5507227037651088,1.74288557043917
CHTR,Charter Communications,telecom-services,sp500,1.9143497821998214,1.9468234342969806,-0.5507147371008614,-0.3215346112787167,-0.24853793357363188,1.4134764599580254,3.516143862307212,1.3275418025316312,0.17140200764493574,-2.138746298403574,-0.21995941447358852,-0.39776782982315745
CI,Cigna,healthcare-plans,sp500,-0.03544133207972462,-0.06083260312494434,-0.18826139717193488,-0.27861462781100843,-0.11960945906773718,-0.20304000711338982,-2.0132098085991887,0.43602422920774236,-0.29143195352801227,0.41344948817829913,-0.18451443390340722,-0.3871579474141096
CIEN,Ciena,communication-equipment,sp500,-1.504990113582429,-1.4012019746731468,0.49608360414674335,-0.23076628024132204,-0.16469735458768928,-0.5343897180599155,-0.09577910208472483,-0.45030878678972136,-0.14329445074789815,0.10478903535486708,0.619805541334102,0.9295593342778976
CINF,Cincinnati Financial,insurance-property-casualty,sp500,-0.11566468258913011,-0.10421129795342049,0.6669784325806066,-0.20202135811609068,-0.3738550183222557,-0.36469140536777045,0.19453522710884083,1.0155948887306783,0.43242167181796826,-0.8055627728554384,-0.49141966198185866,-0.6262355036922174
CL,Colgate-Palmolive,household-personal-products,sp500,-0.15239680869665878,-0.18611022555692697,-7.12444200912283,2.3122380711305257,0.26420411930998033,0.28909009551037546,3.113024626454138,1.1768706941505325,-0.3231782922979998,-0.7414155363718046,-0.9988986189844822,-0.2432711549892088
CLX,Clorox,household-personal-products,sp500,-0.19916298986745815,-0.3261735692181464,-60.363796409610686,10.113170340080387,-0.16602914867649396,-0.3508505151552135,0.38498614476901205,4.3680295843614285,-0.33013773223814535,-1.3452953912031818,-0.7775684614606483,1.2619629019474
CMCSA,Comcast,telecom-services,sp500,0.2392222697912737,0.15727397097742518,-0.3073201137287429,-0.3113865779372091,3.746797988000606,2.5485697092538593,7.293830581191487,-0.09402597224083364,-0.2889766303356885,-1.6995396047913436,-0.28968914136882173,-0.21156187453918812
CME,CME Group,financial-data-stock-exchanges,sp500,0.01317187897667103,-0.04969692506120061,-0.3877917911347185,-0.3149057071532153,-0.1803799275476113,0.48070836562481023,2.4217847116482094,1.555478189665184,-0.27236412921903147,-1.5561798507214055,-0.8504768318766599,0.6089228130447797
CMG,Chipotle Mexican Grill,restaurants,sp500,0.003999947672477645,0.24174354286478564,0.5384960202553682,-0.23235434417193035,4.793616327825646,-0.6740246623912532,-0.4976015243597275,2.6157302509465064,-0.2972741631380288,0.8072967705289184,1.0214265842160073,2.1435100525914557
CMI,Cummins,specialty-industrial-machinery,sp500,-0.10377509309483705,-0.11839401032517323,0.08390816983657023,-0.1895400597683633,-0.3369155589997858,-0.12573021512285548,1.2602027415045254,0.11163366919528168,-0.3258543331081507,0.07627812913201736,-0.016558261954522556,0.14927496143991564
CMS,CMS Energy,utilities-regulated-electric,sp500,-0.471710952548922,0.10020059774291237,0.1074283178926485,-0.18343813959222088,-0.13891006525394642,-0.3966343776616959,0.3252895159062173,1.8209393813858994,-0.3636278075325359,-1.1862622151081421,-1.0664187805010037,-0.6209068433212378
CNC,Centene Corporation,healthcare-plans,sp500,6.599013531309464,5.623318901200197,12.873518604428792,2.873628128951552,0.25624347183669277,0.1144082332275598,0.8362284606059078,0.5743140170128681,1.5243825333436392,-0.4597586842690809,-0.08765931558316759,1.8227981708273735
CNP,CenterPoint Energy,utilities-regulated-electric,sp500,-1.0741448442757038,-1.0415734564650203,0.9108476622269875,0.03534015968583835,0.5348621473203471,-0.4384750640468441,-0.04326758968582814,-0.35380361344897826,0.07547604393811543,-0.40879523108712784,0.39397251761025365,-3.272047753154709
COF,Capital One,credit-services,sp500,-16.04350322450149,7.926638424206486,-0.14176892616264292,-0.27222431049825935,0.05867378965832393,0.22925387682226223,1.8266556216309202,2.0606710211621753,3.5673166475157037,-0.46314410262105404,0.782055405228062,-0.8560024004754561
COIN,Coinbase,financial-data-stock-exchanges,sp500,-5.471440574789378,-18.635463727981847,-0.49998365064615263,1.3008108703150743,0.7567677423013605,-0.6304534242816519,-0.3999488885678056,5.319651511784507,0.21494680689320664,-12.205315045126623,2.058827555674431,2.027300566963333
COO,Cooper Companies (The),medical-instruments-supplies,sp500,2.1865954532463645,-0.025152037086192618,2.287699486632414,0.2745220155748586,-0.3476580483991732,-0.6046082444329526,-0.30409674637510986,-1.0396063031249454,0.21467225548130686,-1.108735403756426,-0.43014823575634026,-0.23168001079813336
COR,Cencora,medical-distribution,sp500,0.4870871200055606,0.3711209666040783,0.598643329865159,-0.18363525647411116,-0.26165081271804186,-0.1891841753997636,0.5915067089828954,1.3522658339804534,-0.015895176707191618,1.2962928202132802,-0.9231506509743427,0.3621422739480161
COST,Costco,discount-stores,sp500,-0.015374986368243975,-0.07037709379681124,2.5416577430477196,0.517014226880801,0.029024873234362196,3.298371819617472,8.648515497465798,1.4034393900693305,-0.314822707772655,0.2709649201992502,-0.9901553468697641,0.27560066508498227
