filed_date,fiscal_year,form,fiscal_period,company,ticker,category,quarter,year,date,industrykey,sectorkey,close,volume,Revenue,NetIncomeLoss,OperatingIncomeLoss,Assets,Liabilities,StockholdersEquity,IncomeTaxExpenseBenefit,CommonStockSharesOutstanding,Assets_lag1,CommonStockSharesOutstanding_lag1,IncomeTaxExpenseBenefit_lag1,Liabilities_lag1,NetIncomeLoss_lag1,OperatingIncomeLoss_lag1,StockholdersEquity_lag1,Revenue_lag1,close_lag1,volume_lag1
2020-08-13,2020,10-Q,Q2,Lyft,LYFT,gig,2,2020,2020-06-30,software-application,technology,33.0099983215332,5410000.0,1643292000.0,-1138473000.0,-1829806000.0,5691383000.0,2837299000.0,-2871281000.0,2374000.0,22438472.0,5691383000.0,22438472.0,1383000.0,2837299000.0,-1138473000.0,-1156890000.0,-2871281000.0,776027000.0,26.850000381469727,5773200.0
2020-11-12,2020,10-Q,Q3,Lyft,LYFT,gig,3,2020,2020-09-30,software-application,technology,27.549999237060547,7196300.0,2598890000.0,-1138473000.0,-2320666000.0,5691383000.0,2837299000.0,-2871281000.0,4283000.0,22438472.0,5691383000.0,22438472.0,2374000.0,2837299000.0,-1138473000.0,-1829806000.0,-2871281000.0,1643292000.0,33.0099983215332,5410000.0
2021-03-01,2020,10-K,FY,Lyft,LYFT,gig,4,2020,2020-12-31,software-application,technology,49.130001068115234,3224100.0,2156616000.0,-911335000.0,-977711000.0,5691383000.0,2837299000.0,-1979438000.0,738000.0,22438472.0,5691383000.0,22438472.0,4283000.0,2837299000.0,-1138473000.0,-2320666000.0,-2871281000.0,2598890000.0,27.549999237060547,7196300.0
2021-05-06,2021,10-Q,Q1,Lyft,LYFT,gig,1,2021,2021-03-31,software-application,technology,63.18000030517578,5822100.0,955712000.0,-398073000.0,-414105000.0,4678964000.0,3002801000.0,2854084000.0,1630000.0,22438472.0,5691383000.0,22438472.0,738000.0,2837299000.0,-911335000.0,-977711000.0,-1979438000.0,2156616000.0,49.130001068115234,3224100.0
2021-08-05,2021,10-Q,Q2,Lyft,LYFT,gig,2,2021,2021-06-30,software-application,technology,60.47999954223633,3741600.0,1295057000.0,-398073000.0,-901602000.0,4678964000.0,3002801000.0,2854084000.0,-43169000.0,22438472.0,4678964000.0,22438472.0,1630000.0,3002801000.0,-398073000.0,-414105000.0,2854084000.0,955712000.0,63.18000030517578,5822100.0
2021-11-04,2021,10-Q,Q3,Lyft,LYFT,gig,3,2021,2021-09-30,software-application,technology,53.59000015258789,3454500.0,1794801000.0,-398073000.0,-1354955000.0,4678964000.0,3002801000.0,2854084000.0,-42060000.0,22438472.0,4678964000.0,22438472.0,-43169000.0,3002801000.0,-398073000.0,-901602000.0,2854084000.0,1295057000.0,60.47999954223633,3741600.0
2022-02-28,2021,10-K,FY,Lyft,LYFT,gig,4,2021,2021-12-31,software-application,technology,42.72999954223633,3235300.0,3615960000.0,-2602241000.0,-2702480000.0,4678964000.0,3002801000.0,-2871281000.0,2356000.0,22438472.0,4678964000.0,22438472.0,-42060000.0,3002801000.0,-398073000.0,-1354955000.0,2854084000.0,1794801000.0,53.59000015258789,3454500.0
2022-05-10,2022,10-Q,Q1,Lyft,LYFT,gig,1,2022,2022-03-31,software-application,technology,38.400001525878906,4736200.0,608960000.0,-427339000.0,-416442000.0,4773884000.0,3432671000.0,1676163000.0,1934000.0,22438472.0,4678964000.0,22438472.0,2356000.0,3002801000.0,-2602241000.0,-2702480000.0,-2871281000.0,3615960000.0,42.72999954223633,3235300.0
2022-08-05,2022,10-Q,Q2,Lyft,LYFT,gig,2,2022,2022-06-30,software-application,technology,13.279999732971191,11812400.0,1373985000.0,-427339000.0,-656560000.0,4773884000.0,3432671000.0,1676163000.0,2626000.0,22438472.0,4773884000.0,22438472.0,1934000.0,3432671000.0,-427339000.0,-416442000.0,1676163000.0,608960000.0,38.400001525878906,4736200.0
2022-11-08,2022,10-Q,Q3,Lyft,LYFT,gig,3,2022,2022-09-30,software-application,technology,13.170000076293944,9049200.0,2238390000.0,-427339000.0,-861596000.0,4824268000.0,3368369000.0,1676163000.0,9253000.0,22438472.0,4773884000.0,22438472.0,2626000.0,3432671000.0,-427339000.0,-656560000.0,1676163000.0,1373985000.0,13.279999732971191,11812400.0
2023-02-27,2022,10-K,FY,Lyft,LYFT,gig,4,2022,2022-12-31,software-application,technology,11.020000457763672,11302800.0,2364681000.0,-1752857000.0,-1808382000.0,4773884000.0,3432671000.0,2854084000.0,-44534000.0,22438472.0,4824268000.0,22438472.0,9253000.0,3368369000.0,-427339000.0,-861596000.0,1676163000.0,2238390000.0,13.170000076293944,9049200.0
2023-05-08,2023,10-Q,Q1,Lyft,LYFT,gig,1,2023,2023-03-31,software-application,technology,9.270000457763672,14839600.0,875575000.0,-196932000.0,-199343000.0,4556431000.0,4167763000.0,1341213000.0,2803000.0,22438472.0,4773884000.0,22438472.0,-44534000.0,3432671000.0,-1752857000.0,-1808382000.0,2854084000.0,2364681000.0,11.020000457763672,11302800.0
2023-08-09,2023,10-Q,Q2,Lyft,LYFT,gig,2,2023,2023-06-30,software-application,technology,9.59000015258789,18551100.0,1866323000.0,-196932000.0,-572518000.0,4556431000.0,4167763000.0,1341213000.0,2867000.0,22438472.0,4556431000.0,22438472.0,2803000.0,4167763000.0,-196932000.0,-199343000.0,1341213000.0,875575000.0,9.270000457763672,14839600.0
2023-11-09,2023,10-Q,Q3,Lyft,LYFT,gig,3,2023,2023-09-30,software-application,technology,10.539999961853027,8461100.0,2920143000.0,-196932000.0,-862894000.0,4556431000.0,4167763000.0,1341213000.0,3515000.0,22438472.0,4556431000.0,22438472.0,2867000.0,4167763000.0,-196932000.0,-572518000.0,1341213000.0,1866323000.0,9.59000015258789,18551100.0
2024-02-20,2023,10-K,FY,Lyft,LYFT,gig,4,2023,2023-12-31,software-application,technology,14.989999771118164,14032400.0,3208323000.0,-1062144000.0,-1135217000.0,4556431000.0,4167763000.0,1676163000.0,11225000.0,22438472.0,4556431000.0,22438472.0,3515000.0,4167763000.0,-196932000.0,-862894000.0,1341213000.0,2920143000.0,10.539999961853027,8461100.0
2024-05-09,2024,10-Q,Q1,Lyft,LYFT,gig,1,2024,2024-03-31,software-application,technology,19.350000381469727,8412200.0,1000548000.0,-187649000.0,-216755000.0,4564467000.0,4022949000.0,388668000.0,2676000.0,22438472.0,4556431000.0,22438472.0,11225000.0,4167763000.0,-1062144000.0,-1135217000.0,1676163000.0,3208323000.0,14.989999771118164,14032400.0
2024-08-07,2024,10-Q,Q2,Lyft,LYFT,gig,2,2024,2024-06-30,software-application,technology,14.100000381469728,18124200.0,2021454000.0,-187649000.0,-375274000.0,4564467000.0,4022949000.0,388668000.0,5343000.0,22438472.0,4564467000.0,22438472.0,2676000.0,4022949000.0,-187649000.0,-216755000.0,388668000.0,1000548000.0,19.350000381469727,8412200.0
2024-11-07,2024,10-Q,Q3,Lyft,LYFT,gig,3,2024,2024-09-30,software-application,technology,12.75,6983400.0,3179004000.0,-187649000.0,-415453000.0,4564467000.0,4022949000.0,388668000.0,5454000.0,22438472.0,4564467000.0,22438472.0,5343000.0,4022949000.0,-187649000.0,-375274000.0,388668000.0,2021454000.0,14.100000381469728,18124200.0
2025-02-14,2024,10-K,FY,Lyft,LYFT,gig,4,2024,2024-12-31,software-application,technology,12.899999618530272,11161400.0,4095135000.0,-1584511000.0,-1458916000.0,4564467000.0,4022949000.0,1341213000.0,5872000.0,22438472.0,4564467000.0,22438472.0,5454000.0,4022949000.0,-187649000.0,-415453000.0,388668000.0,3179004000.0,12.75,6983400.0
2025-05-09,2025,10-Q,Q1,Lyft,LYFT,gig,1,2025,2025-03-31,software-application,technology,11.869999885559082,14922200.0,1277201000.0,-31535000.0,-62951000.0,5435069000.0,4668053000.0,541518000.0,2593000.0,22438472.0,4564467000.0,22438472.0,5872000.0,4022949000.0,-1584511000.0,-1458916000.0,1341213000.0,4095135000.0,12.899999618530272,11161400.0
2025-08-07,2025,10-Q,Q2,Lyft,LYFT,gig,2,2025,2025-06-30,software-application,technology,15.760000228881836,11711200.0,2713047000.0,-31535000.0,-90177000.0,5435069000.0,4668053000.0,541518000.0,4444000.0,22438472.0,5435069000.0,22438472.0,2593000.0,4668053000.0,-31535000.0,-62951000.0,541518000.0,1277201000.0,11.869999885559082,14922200.0
2025-11-05,2025,10-Q,Q3,Lyft,LYFT,gig,3,2025,2025-09-30,software-application,technology,22.01000022888184,20016700.0,4235739000.0,-31535000.0,-146864000.0,5435069000.0,4668053000.0,541518000.0,3762000.0,399353398.0,5435069000.0,22438472.0,4444000.0,4668053000.0,-31535000.0,-90177000.0,541518000.0,2713047000.0,15.760000228881836,11711200.0
2026-02-11,2025,10-K,FY,Lyft,LYFT,gig,4,2025,2025-12-31,software-application,technology,19.309999465942383,7255900.0,4403589000.0,-340320000.0,-475604000.0,5435069000.0,4668053000.0,388668000.0,8616000.0,398107601.0,5435069000.0,399353398.0,3762000.0,4668053000.0,-31535000.0,-146864000.0,541518000.0,4235739000.0,22.01000022888184,20016700.0
2011-08-09,2011,10-Q,Q2,Primerica,PRI,mlm,2,2011,2011-06-30,insurance-life,financial-services,18.381704330444336,252300.0,841239000.0,165294000.0,346986460.3174603,9884306000.0,8452814000.0,1317596000.0,91446000.0,73718177.0,,,,,,,,,21.31284523010254,88700.0
2011-11-08,2011,10-Q,Q3,Primerica,PRI,mlm,3,2011,2011-09-30,insurance-life,financial-services,18.06631851196289,338100.0,1082476000.0,204889000.0,346986460.3174603,9884306000.0,8452814000.0,1396314000.0,113731000.0,73797103.0,9884306000.0,73718177.0,91446000.0,8452814000.0,165294000.0,346986460.3174603,1317596000.0,841239000.0,18.381704330444336,252300.0
2012-02-28,2011,10-K,FY,Primerica,PRI,mlm,4,2011,2011-12-31,insurance-life,financial-services,19.500078201293945,210300.0,2220401000.0,494589000.0,346986460.3174603,9884306000.0,8452814000.0,4943773000.0,265366000.0,64938806.0,9884306000.0,73797103.0,113731000.0,8452814000.0,204889000.0,346986460.3174603,1396314000.0,1082476000.0,18.06631851196289,338100.0
2012-05-08,2012,10-Q,Q1,Primerica,PRI,mlm,1,2012,2012-03-31,insurance-life,financial-services,21.177881240844727,292800.0,276352000.0,47271000.0,346986460.3174603,9851820000.0,8525170000.0,1410210000.0,25985000.0,59848197.0,9884306000.0,64938806.0,265366000.0,8452814000.0,494589000.0,346986460.3174603,4943773000.0,2220401000.0,19.500078201293945,210300.0
2012-08-08,2012,10-Q,Q2,Primerica,PRI,mlm,2,2012,2012-06-30,insurance-life,financial-services,22.501728057861328,303300.0,551447000.0,84891000.0,346986460.3174603,9851820000.0,8525170000.0,1460076000.0,46830000.0,60028946.0,9851820000.0,59848197.0,25985000.0,8525170000.0,47271000.0,346986460.3174603,1410210000.0,276352000.0,21.177881240844727,292800.0
2012-11-08,2012,10-Q,Q3,Primerica,PRI,mlm,3,2012,2012-09-30,insurance-life,financial-services,24.16691780090332,266500.0,827238000.0,119989000.0,346986460.3174603,9851820000.0,8525170000.0,1479790000.0,67239000.0,57569453.0,9851820000.0,60028946.0,46830000.0,8525170000.0,84891000.0,346986460.3174603,1460076000.0,551447000.0,22.501728057861328,303300.0
2013-02-27,2012,10-K,FY,Primerica,PRI,mlm,4,2012,2012-12-31,insurance-life,financial-services,25.403711318969727,290200.0,1361863000.0,232456000.0,346986460.3174603,9851820000.0,8525170000.0,1356528000.0,129013000.0,72843000.0,9851820000.0,57569453.0,67239000.0,8525170000.0,119989000.0,346986460.3174603,1479790000.0,827238000.0,24.16691780090332,266500.0
2013-05-08,2013,10-Q,Q1,Primerica,PRI,mlm,1,2013,2013-03-31,insurance-life,financial-services,27.842405319213867,242800.0,286601000.0,41756000.0,346986460.3174603,10337877000.0,9062461000.0,1387315000.0,21709000.0,64883000.0,9851820000.0,72843000.0,129013000.0,8525170000.0,232456000.0,346986460.3174603,1356528000.0,1361863000.0,25.403711318969727,290200.0
2013-08-07,2013,10-Q,Q2,Primerica,PRI,mlm,2,2013,2013-06-30,insurance-life,financial-services,31.90200424194336,1230500.0,587126000.0,87936000.0,346986460.3174603,10337877000.0,9062461000.0,1276866000.0,47450000.0,64883000.0,10337877000.0,64883000.0,21709000.0,9062461000.0,41756000.0,346986460.3174603,1387315000.0,286601000.0,27.842405319213867,242800.0
2013-11-07,2013,10-Q,Q3,Primerica,PRI,mlm,3,2013,2013-09-30,insurance-life,financial-services,34.470970153808594,305400.0,886214000.0,133535000.0,346986460.3174603,10337877000.0,9062461000.0,1337411000.0,72407000.0,64883000.0,10337877000.0,64883000.0,47450000.0,9062461000.0,87936000.0,346986460.3174603,1276866000.0,587126000.0,31.90200424194336,1230500.0
2014-02-27,2013,10-K,FY,Primerica,PRI,mlm,4,2013,2013-12-31,insurance-life,financial-services,36.76253890991211,180300.0,1103093000.0,133535000.0,346986460.3174603,9851820000.0,9062461000.0,1337411000.0,86718000.0,72843000.0,10337877000.0,64883000.0,72407000.0,9062461000.0,133535000.0,346986460.3174603,1337411000.0,886214000.0,34.470970153808594,305400.0
2014-05-06,2014,10-Q,Q1,Primerica,PRI,mlm,1,2014,2014-03-31,insurance-life,financial-services,40.47079086303711,215500.0,298450000.0,133535000.0,346986460.3174603,10329950000.0,9107923000.0,1337411000.0,21005000.0,56374000.0,9851820000.0,72843000.0,86718000.0,9062461000.0,133535000.0,346986460.3174603,1337411000.0,1103093000.0,36.76253890991211,180300.0
2014-08-07,2014,10-Q,Q2,Primerica,PRI,mlm,2,2014,2014-06-30,insurance-life,financial-services,41.22085952758789,253700.0,601940000.0,133535000.0,346986460.3174603,10329950000.0,9107923000.0,1337411000.0,44787000.0,56374000.0,10329950000.0,56374000.0,21005000.0,9107923000.0,133535000.0,346986460.3174603,1337411000.0,298450000.0,40.47079086303711,215500.0
2014-11-05,2014,10-Q,Q3,Primerica,PRI,mlm,3,2014,2014-09-30,insurance-life,financial-services,41.64392852783203,305000.0,912348000.0,133535000.0,346986460.3174603,10329950000.0,9107923000.0,1337411000.0,66828000.0,56374000.0,10329950000.0,56374000.0,44787000.0,9107923000.0,133535000.0,346986460.3174603,1337411000.0,601940000.0,41.22085952758789,253700.0
2015-02-26,2014,10-K,FY,Primerica,PRI,mlm,4,2014,2014-12-31,insurance-life,financial-services,46.969722747802734,249300.0,1153772000.0,133535000.0,346986460.3174603,10337877000.0,9107923000.0,1337411000.0,92813000.0,64883000.0,10329950000.0,56374000.0,66828000.0,9107923000.0,133535000.0,346986460.3174603,1337411000.0,912348000.0,41.64392852783203,305000.0
2015-05-07,2015,10-Q,Q1,Primerica,PRI,mlm,1,2015,2015-03-31,insurance-life,financial-services,44.19036102294922,272100.0,324328000.0,133535000.0,346986460.3174603,10738114000.0,9492988000.0,1337411000.0,23347000.0,54834000.0,10337877000.0,64883000.0,92813000.0,9107923000.0,133535000.0,346986460.3174603,1337411000.0,1153772000.0,46.969722747802734,249300.0
2015-08-06,2015,10-Q,Q2,Primerica,PRI,mlm,2,2015,2015-06-30,insurance-life,financial-services,39.80586242675781,282800.0,655458000.0,133535000.0,346986460.3174603,10738114000.0,9492988000.0,1337411000.0,49816000.0,54834000.0,10738114000.0,54834000.0,23347000.0,9492988000.0,133535000.0,346986460.3174603,1337411000.0,324328000.0,44.19036102294922,272100.0
2015-11-05,2015,10-Q,Q3,Primerica,PRI,mlm,3,2015,2015-09-30,insurance-life,financial-services,39.41000747680664,524400.0,993561000.0,133535000.0,346986460.3174603,10737595000.0,9492469000.0,1337411000.0,72224000.0,54834000.0,10738114000.0,54834000.0,49816000.0,9492988000.0,133535000.0,346986460.3174603,1337411000.0,655458000.0,39.80586242675781,282800.0
2016-02-25,2015,10-K,FY,Primerica,PRI,mlm,4,2015,2015-12-31,insurance-life,financial-services,41.43133544921875,281200.0,1228998000.0,133535000.0,346986460.3174603,10329744000.0,9492469000.0,1337411000.0,86305000.0,56374000.0,10737595000.0,54834000.0,72224000.0,9492469000.0,133535000.0,346986460.3174603,1337411000.0,993561000.0,39.41000747680664,524400.0
2016-05-05,2016,10-Q,Q1,Primerica,PRI,mlm,1,2016,2016-03-31,insurance-life,financial-services,39.223106384277344,263500.0,344846000.0,43401000.0,346986460.3174603,10609290000.0,9463518000.0,1239421000.0,23408000.0,52169000.0,10329744000.0,56374000.0,86305000.0,9492469000.0,133535000.0,346986460.3174603,1337411000.0,1228998000.0,41.43133544921875,281200.0
2016-08-09,2016,10-Q,Q2,Primerica,PRI,mlm,2,2016,2016-06-30,insurance-life,financial-services,50.58598327636719,629400.0,695363000.0,92573000.0,346986460.3174603,10609290000.0,9463518000.0,1197626000.0,51062000.0,52169000.0,10609290000.0,52169000.0,23408000.0,9463518000.0,43401000.0,346986460.3174603,1239421000.0,344846000.0,39.223106384277344,263500.0
2016-11-09,2016,10-Q,Q3,Primerica,PRI,mlm,3,2016,2016-09-30,insurance-life,financial-services,47.01713562011719,595000.0,1050752000.0,141924000.0,346986460.3174603,10610783000.0,9465011000.0,1146681000.0,76664000.0,52169000.0,10609290000.0,52169000.0,51062000.0,9463518000.0,92573000.0,346986460.3174603,1197626000.0,695363000.0,50.58598327636719,629400.0
2017-02-27,2016,10-K,FY,Primerica,PRI,mlm,4,2016,2016-12-31,insurance-life,financial-services,61.46628189086914,185600.0,1337096000.0,181412000.0,346986460.3174603,10735929000.0,9465011000.0,1245126000.0,95888000.0,54834000.0,10610783000.0,52169000.0,76664000.0,9465011000.0,141924000.0,346986460.3174603,1146681000.0,1050752000.0,47.01713562011719,595000.0
2017-05-10,2017,10-Q,Q1,Primerica,PRI,mlm,1,2017,2017-03-31,insurance-life,financial-services,73.2395248413086,294200.0,362600000.0,45176000.0,346986460.3174603,11438943000.0,10217569000.0,1172758000.0,25036000.0,48297000.0,10735929000.0,54834000.0,95888000.0,9465011000.0,181412000.0,346986460.3174603,1245126000.0,1337096000.0,61.46628189086914,185600.0
2017-08-09,2017,10-Q,Q2,Primerica,PRI,mlm,2,2017,2017-06-30,insurance-life,financial-services,67.65299987792969,155600.0,741593000.0,104502000.0,346986460.3174603,11438943000.0,10217569000.0,1207466000.0,57590000.0,48297000.0,11438943000.0,48297000.0,25036000.0,10217569000.0,45176000.0,346986460.3174603,1172758000.0,362600000.0,73.2395248413086,294200.0
2017-11-08,2017,10-Q,Q3,Primerica,PRI,mlm,3,2017,2017-09-30,insurance-life,financial-services,73.01543426513672,217800.0,1125221000.0,162540000.0,346986460.3174603,11438943000.0,10217569000.0,1220893000.0,87991000.0,48297000.0,11438943000.0,48297000.0,57590000.0,10217569000.0,104502000.0,346986460.3174603,1207466000.0,741593000.0,67.65299987792969,155600.0
2018-02-26,2017,10-K,FY,Primerica,PRI,mlm,4,2017,2017-12-31,insurance-life,financial-services,91.10659790039062,181100.0,1404199000.0,189871000.0,346986460.3174603,10610783000.0,10217569000.0,1145772000.0,101110000.0,52169000.0,11438943000.0,48297000.0,87991000.0,10217569000.0,162540000.0,346986460.3174603,1220893000.0,1125221000.0,73.01543426513672,217800.0
2018-05-09,2018,10-Q,Q1,Primerica,PRI,mlm,1,2018,2018-03-31,insurance-life,financial-services,86.88880157470703,321600.0,405164000.0,52070000.0,346986460.3174603,12460703000.0,11041602000.0,1246498000.0,22772000.0,45721000.0,10610783000.0,52169000.0,101110000.0,10217569000.0,189871000.0,346986460.3174603,1145772000.0,1404199000.0,91.10659790039062,181100.0
2018-08-08,2018,10-Q,Q2,Primerica,PRI,mlm,2,2018,2018-06-30,insurance-life,financial-services,89.81714630126953,208600.0,818860000.0,115176000.0,346986460.3174603,12460703000.0,11041602000.0,1269253000.0,56054000.0,45721000.0,12460703000.0,45721000.0,22772000.0,11041602000.0,52070000.0,346986460.3174603,1246498000.0,405164000.0,86.88880157470703,321600.0
2018-11-07,2018,10-Q,Q3,Primerica,PRI,mlm,3,2018,2018-09-30,insurance-life,financial-services,108.93966674804688,226700.0,1246161000.0,181813000.0,346986460.3174603,12460703000.0,11041602000.0,1280530000.0,89619000.0,45721000.0,12460703000.0,45721000.0,56054000.0,11041602000.0,115176000.0,346986460.3174603,1269253000.0,818860000.0,89.81714630126953,208600.0
2019-02-26,2018,10-K,FY,Primerica,PRI,mlm,4,2018,2018-12-31,insurance-life,financial-services,88.48662567138672,221500.0,1519084000.0,219414000.0,346986460.3174603,11438943000.0,11041602000.0,1221374000.0,118181000.0,48297000.0,12460703000.0,45721000.0,89619000.0,11041602000.0,181813000.0,346986460.3174603,1280530000.0,1246161000.0,108.93966674804688,226700.0
2019-05-08,2019,10-Q,Q1,Primerica,PRI,mlm,1,2019,2019-03-31,insurance-life,financial-services,110.93462371826172,177200.0,459923000.0,65715000.0,346986460.3174603,12595048000.0,11133535000.0,1426501000.0,17248000.0,44251000.0,11438943000.0,48297000.0,118181000.0,11041602000.0,219414000.0,346986460.3174603,1221374000.0,1519084000.0,88.48662567138672,221500.0
2019-08-08,2019,10-Q,Q2,Primerica,PRI,mlm,2,2019,2019-06-30,insurance-life,financial-services,109.2376708984375,5086600.0,927737000.0,152414000.0,346986460.3174603,12595048000.0,11133535000.0,1400584000.0,44313000.0,44251000.0,12595048000.0,44251000.0,17248000.0,11133535000.0,65715000.0,346986460.3174603,1426501000.0,459923000.0,110.93462371826172,177200.0
2019-11-07,2019,10-Q,Q3,Primerica,PRI,mlm,3,2019,2019-09-30,insurance-life,financial-services,116.20236206054688,133000.0,1412518000.0,237550000.0,346986460.3174603,12595048000.0,11133535000.0,1443456000.0,70610000.0,44251000.0,12595048000.0,44251000.0,44313000.0,11133535000.0,152414000.0,346986460.3174603,1400584000.0,927737000.0,109.2376708984375,5086600.0
2020-02-28,2019,10-K,FY,Primerica,PRI,mlm,4,2019,2019-12-31,insurance-life,financial-services,119.55378723144533,146100.0,1689102000.0,350255000.0,346986460.3174603,12460703000.0,11133535000.0,1419101000.0,29265000.0,45721000.0,12595048000.0,44251000.0,70610000.0,11133535000.0,237550000.0,346986460.3174603,1443456000.0,1412518000.0,116.20236206054688,133000.0
2020-05-01,2020,10-Q,Q1,Primerica,PRI,mlm,1,2020,2020-03-31,insurance-life,financial-services,81.2594223022461,447100.0,494987000.0,79165000.0,346986460.3174603,13688531000.0,12036040000.0,1521386000.0,23203000.0,42694000.0,12460703000.0,45721000.0,29265000.0,11133535000.0,350255000.0,346986460.3174603,1419101000.0,1689102000.0,119.55378723144533,146100.0
2020-08-06,2020,10-Q,Q2,Primerica,PRI,mlm,2,2020,2020-06-30,insurance-life,financial-services,107.4863052368164,168500.0,999890000.0,176611000.0,346986460.3174603,13688531000.0,12036040000.0,1585925000.0,53217000.0,42694000.0,13688531000.0,42694000.0,23203000.0,12036040000.0,79165000.0,346986460.3174603,1521386000.0,494987000.0,81.2594223022461,447100.0
2020-11-05,2020,10-Q,Q3,Primerica,PRI,mlm,3,2020,2020-09-30,insurance-life,financial-services,104.6171417236328,522800.0,1520545000.0,272834000.0,346986460.3174603,13688531000.0,12036040000.0,1607811000.0,82133000.0,42694000.0,13688531000.0,42694000.0,53217000.0,12036040000.0,176611000.0,346986460.3174603,1585925000.0,999890000.0,107.4863052368164,168500.0
2021-03-01,2020,10-K,FY,Primerica,PRI,mlm,4,2020,2020-12-31,insurance-life,financial-services,124.22382354736328,118300.0,1899843000.0,324094000.0,346986460.3174603,12595048000.0,12036040000.0,1461513000.0,91990000.0,44251000.0,13688531000.0,42694000.0,82133000.0,12036040000.0,272834000.0,346986460.3174603,1607811000.0,1520545000.0,104.6171417236328,522800.0
2021-05-06,2021,10-Q,Q1,Primerica,PRI,mlm,1,2021,2021-03-31,insurance-life,financial-services,137.5561981201172,221200.0,524936000.0,72469000.0,346986460.3174603,14905285000.0,13069400000.0,1530114000.0,22077000.0,41207000.0,12595048000.0,44251000.0,91990000.0,12036040000.0,324094000.0,346986460.3174603,1461513000.0,1899843000.0,124.22382354736328,118300.0
2021-08-06,2021,10-Q,Q2,Primerica,PRI,mlm,2,2021,2021-06-30,insurance-life,financial-services,142.93113708496094,104400.0,1050751000.0,173979000.0,346986460.3174603,14905285000.0,13069400000.0,1642680000.0,54628000.0,41207000.0,14905285000.0,41207000.0,22077000.0,13069400000.0,72469000.0,346986460.3174603,1530114000.0,524936000.0,137.5561981201172,221200.0
2021-11-09,2021,10-Q,Q3,Primerica,PRI,mlm,3,2021,2021-09-30,insurance-life,financial-services,143.83863830566406,121700.0,1619213000.0,286080000.0,346986460.3174603,14905285000.0,13069400000.0,1720446000.0,89010000.0,41207000.0,14905285000.0,41207000.0,54628000.0,13069400000.0,173979000.0,346986460.3174603,1642680000.0,1050751000.0,142.93113708496094,104400.0
2022-03-01,2021,10-K,FY,Primerica,PRI,mlm,4,2021,2021-12-31,insurance-life,financial-services,143.92208862304688,63000.0,2052504000.0,366391000.0,346986460.3174603,13688531000.0,13069400000.0,1652491000.0,110720000.0,42694000.0,14905285000.0,41207000.0,89010000.0,13069400000.0,286080000.0,346986460.3174603,1720446000.0,1619213000.0,143.83863830566406,121700.0
2022-05-06,2022,10-Q,Q1,Primerica,PRI,mlm,1,2022,2022-03-31,insurance-life,financial-services,128.99562072753906,152800.0,637711000.0,97872000.0,346986460.3174603,16123223000.0,14033440000.0,1877193000.0,30437000.0,39306000.0,13688531000.0,42694000.0,110720000.0,13069400000.0,366391000.0,346986460.3174603,1652491000.0,2052504000.0,143.92208862304688,63000.0
2022-08-09,2022,10-Q,Q2,Primerica,PRI,mlm,2,2022,2022-06-30,insurance-life,financial-services,113.34845733642578,99400.0,1292399000.0,226033000.0,346986460.3174603,16123223000.0,14033440000.0,2018763000.0,71740000.0,39306000.0,16123223000.0,39306000.0,30437000.0,14033440000.0,97872000.0,346986460.3174603,1877193000.0,637711000.0,128.99562072753906,152800.0
2022-11-09,2022,10-Q,Q3,Primerica,PRI,mlm,3,2022,2022-09-30,insurance-life,financial-services,117.38127899169922,180300.0,1985638000.0,338489000.0,346986460.3174603,16123223000.0,14033440000.0,2098942000.0,107403000.0,39306000.0,16123223000.0,39306000.0,71740000.0,14033440000.0,226033000.0,346986460.3174603,2018763000.0,1292399000.0,113.34845733642578,99400.0
2023-02-28,2022,10-K,FY,Primerica,PRI,mlm,4,2022,2022-12-31,insurance-life,financial-services,135.3682403564453,78700.0,2217541000.0,386164000.0,346986460.3174603,14905285000.0,14033440000.0,1835885000.0,120566000.0,41207000.0,16123223000.0,39306000.0,107403000.0,14033440000.0,338489000.0,346986460.3174603,2098942000.0,1985638000.0,117.38127899169922,180300.0
2023-05-09,2023,10-Q,Q1,Primerica,PRI,mlm,1,2023,2023-03-31,insurance-life,financial-services,165.03347778320312,250000.0,691226000.0,115039000.0,346986460.3174603,14618147000.0,12608613000.0,911330000.0,33512000.0,39368000.0,14905285000.0,41207000.0,120566000.0,14033440000.0,386164000.0,346986460.3174603,1835885000.0,2217541000.0,135.3682403564453,78700.0
2023-08-08,2023,10-Q,Q2,Primerica,PRI,mlm,2,2023,2023-06-30,insurance-life,financial-services,190.14767456054688,101700.0,1359909000.0,245785000.0,346986460.3174603,14641423000.0,12610169000.0,925427000.0,71533000.0,39368000.0,14618147000.0,39368000.0,33512000.0,12608613000.0,115039000.0,346986460.3174603,911330000.0,691226000.0,165.03347778320312,250000.0
2023-11-08,2023,10-Q,Q3,Primerica,PRI,mlm,3,2023,2023-09-30,insurance-life,financial-services,187.13937377929688,129100.0,2033194000.0,325347000.0,346986460.3174603,14641423000.0,12610169000.0,925427000.0,113102000.0,39368000.0,14641423000.0,39368000.0,71533000.0,12610169000.0,245785000.0,346986460.3174603,925427000.0,1359909000.0,190.14767456054688,101700.0
